category_name,product_title,original_price,discount_price,dicount_rate
여행/티켓,롯데리조트 속초(롯데리조트속초/속초롯데리조트/롯데호텔/워터파크/롯데리조트/롯데속초/대포항/속초호텔/특급호텔/속초호텔추천),148500,143900,
여행/티켓,인천 경원재앰버서더(경원재앰배서더/경원재엠버서더/인천경원재/인천한옥호텔/인천/인천특급호텔/송도호텔/송도/한옥/경원재/국내숙박추천/국내여행추천/서울근교호텔/특급호텔/한옥호텔/송도한옥/인천한옥),165000,159900,
패션잡화,[10%+20%+22%T멤] 프롬산타 남녀 패션 양말/덧신/페이크삭스/학생/중목/실리콘/두꺼운/스포츠,10000,10000,
패션잡화,에트로/발리/발렌티노 외 명품잡화모음전,74900,74900,
패션잡화,[10%+20%][르마스크]드디어 재입고!후기검증!오르백/콜미/스톤품절대란인기가방!,69000,69000,
뷰티,[한율] 달빛 햇유자(Limited) 수면팩 + 달자인형/컬러링북 + 스벅쿠폰 증정! 외 BEST! ~ UPTO 50%,30000,15000,
뷰티,[마트기획전] 세타필 바디로션/크림 1+1 특가모음전,36500,18900,
뷰티,이상민도 반한 ! 후기극찬 ! 어헤즈 탈모샴푸 外 모음전,17000,17000,
가구/홈데코,[파크론]무릎보호 PVC주방매트 모음전 무릎보호쿠션/북유럽/욕실매트,11900,11900,
가구/홈데코,베네베딩 알러지케어 진드기 차단 방수 매트리스커버/침대매트커버/베개커버/베개솜/방수패드,10000,6900,
가구/홈데코,[라자가구]윈스 1200 5단 책장/선반/책꽂이,46000,39100,
디지털,갤럭시 A8 스타 64G,499400,399400,
디지털,(최종가 37.9만+램무상업) ASUS 비보북 X412DA-EB253 라이젠3-3200U/FHD/휴대성/지문인식/베젤리스,424460,399000,
디지털,아이나비탭  EZgo11 윈도우태블릿 / 2in1 PC / 키보드포함 / 터치펜지원,419000,399000,
생활주방,페브리즈 화장실 비치형 6ml 3개 구성 + 비데 물티슈 or 4롤 티슈 or 미용 티슈,19900,15900,
생활주방,[10%+10%더블쿠폰][3M]후레쉬 지퍼백(대) 20매+20매(25x30cm) 3개세트(총120매) 외 주방위생용품 50종,11500,11500,
생활주방,[10%+10% 할인+사은품] 써모스 텀블러 보온병 보냉병 보온보냉병 보온도시락 JNR-350K TKLF-1200F,24900,22900,
전체,(허닭본사) 건강한 식단! 닭가슴살 팩당 900원대 균일가!,2550,2550,
전체,MISURA 토스트비스켓 320g * 3입 미주라 득템 찬스,9900,9900,
전체,"[프로모션] Btv B포인트 30,000 p",23100,23100,
스포츠/레저,[옵티멈] 골드 스탠다드 웨이 단백질 2.27kg 초코맛 +서빙팩4개/WPI/유청단백질/헬스/보충제,72900,72900,
스포츠/레저,[카파키즈] 아동운동화/아동슬리퍼/스니커즈/단화 신학기 봄Best 신발전,15600,15600,
스포츠/레저,커플래쉬가드 수영복 남자여자 빅사이즈 후드집업팬츠 루즈핏 비치웨어 스윔 워터레깅스 바캉스,21900,21700,
도서,15%추가쿠폰! [스틸컵 증정][예스24] 크레마 그랑데(블랙/화이트)+2 IN 1 케이스+액정보호필름+리모콘 선택구매,263000,263000,
도서,15%추가쿠폰! 하뚱창의미술 1년치 13종 세트 (30가지 재료상자 포함),80000,65000,
도서,카드+에코백) 기탄수학/큰수학/사고력수학/한글/국어/영어/한자/한글떼기/수셈떼기/ABC,25000,22500,
남성의류,[엘라모] S/S 반팔 티셔츠 남녀공용 빅사이즈 S~4XL 라운드 박시 남자 여자 면100,9800,9800,
남성의류,30%쿠폰!남성드로즈 10종세트/19800원/드로즈/남성/남자/팬티/세트/인견/모시/쿨/삼각/속옷,12900,12900,
남성의류,[25%쿠폰][뱅뱅] 봄그랜드오픈 맨투맨5천원대/데님팬츠9천원대/간절기아우터1만원대 +무.료.배.송,10000,9900,
식품,맥심 화이트골드 커피믹스 400T+키티버니포니에코백2개/모카골드 커피믹스 400T+커피20T랜덤,43510,40900,
식품,쭈꾸미사령부 5팩기획+무료배송,39500,37500,
식품,"[10%+15%] 20,900원 프렌치카페 커피믹스 120+160T+프렌치카페10T/ 커피",27310,24580,
출산/유아,[26일 마트데이 5%+20%][하기스] 보송보송 2~6단계(팬티4팩/밴드3팩)+(증)기저귀2P,46300,46300,
출산/유아,20%+복수3% 중복할인! 디즈니 신학기 아동 캐릭터 EVA 방한화 실내화 덧신,7900,5900,
출산/유아,마밤오가닉 봄맞이 유아동 실내복/아동내의/아동잠옷/7부내의/간절기/초등내의/홈웨어/어린이내복,7900,7900,
자동차/취미,[2월 사료 20%쿠폰]인섹트도그 하이포알러지 밀웜사료 2kg/4kg/8kg 모음,37000,37000,
자동차/취미,반코팅 장갑 100켤레 코팅 목장갑 면장갑 이중 완코팅,17120,14900,
자동차/취미,미스터앤미세스 차량용 방향제 본품 리필 니키 체사레,14000,14000,
자동차/취미,공식판매처/택배박스 로고인쇄무료/당일발송 소량가능,30200,27180,
여행/티켓,현대수리조트 2지점 속초/횡성 (현대수속초/속초현대수/현대수리조트 속초/현대수리조트 횡성/횡성리조트/강원도리조트/속초리조트/횡성현대수/횡성리조트/횡성제너두/현대수리조트횡성/속초리조트/현대수콘도),45900,44500,
여행/티켓,한화리조트용인(한화리조트/용인한화/한화콘도/에버랜드/서울근교여행/가족여행/여행/국내숙박추천/국내여,108000,104800,
여행/티켓,무주 덕유산 리조트(무주콘도/덕유산콘도/무주덕유산리조트/무주리조트/스키시즌/스키장/무주스키장/무주 덕유산 스키장/무주 덕유산 눈썰매),104500,101500,
여행/티켓,한화리조트설악 (강원도리조트/강원도여행/한화리조트/속초리조트/속초콘도/동해바다/속초여행/설악한화/국내숙박추천/설악한화콘도/강원도리조트/속초한화리조트/국내여행추천/숙박/국내숙박),81000,79000,
패션잡화,[10%+20%쿠폰][에스콰이아] 20 S/S 신상입고! 남여 정장화/펌프스외 NEW SALE,59000,59000,
패션잡화,[10%+20%][세인트스코트]한선화가방~ S/S 신상입고! 이리나/카일라 外 최대68%,49000,49000,
패션잡화,[mook] 20SS 오픈! 정장구두/로퍼/스니커즈 등 99종,41600,41600,
패션잡화,5족+무배 더블쿠션 스포츠 양말 등산양말 페이크삭스,6990,6990,
뷰티,붙이는 네일패치/젤네일 스티커/네일 패디 패치,1500,1280,
뷰티,[20%쿠폰] 팬틴 샴푸/린스 500mlx3개 + 3종 증정품,15400,15400,
뷰티,김정문알로에 온가족 보습크림! 베스트 크림세트 모음전,14900,14900,
뷰티,모레모 워터 트리트먼트 미라클 10 480ml,37990,32300,
가구/홈데코,미친 탄성! 꿀잠예약 마약 매트리스 FM라텍스 토퍼 매트리스,36900,33210,
가구/홈데코,믹스앤매치 봄신상 차렵이불/먼지없는이불/국산이불/신학기이불/이불세트/기숙사이불/봄이불,54900,34900,
가구/홈데코,로미홈 마약매트리스 접이식 토퍼 침대 매트 바닥 3단 수면매트,34100,28900,
디지털,샌디스크 USB 메모리카드 32G 64G 128G 256G 대용량 OTG C타입,10000,6100,
디지털,갤럭시s20울트라 갤럭시노트10플러스9 강화유리필름,20000,13700,
디지털,[프리미엄중고폰 15%쿠폰] 갤럭시S8/S8+/S9/S9+/노트8/9/ 아이폰8/8+/X 공기계 선택약정 가능,300000,300000,
생활주방,해피콜 통3중 넘침방지 스텐냄비 4종/5종세트,139900,139900,
생활주방,15%쿠폰!아우라 펭수에디션1Lx6개+1L증정! 미세플라스틱Free,28900,28900,
생활주방,[모나리자] 보타닉포레 3겹 27M 30롤 2개 총60롤 천연펄프 화장지 휴지,31900,18900,
전체,[아이스타] 원목 연필/색연필꽂이,9900,9900,
전체,"전상품9,900원+T11%추가할인! 티셔츠&스커트1+1 23종! 믿고입는 미씨엘라 롱원피스/셔츠/블라우스/팬츠",10900,10900,
전체,"[하나카드:1,399,000원] LG 공식판매점 트롬 5벌 스타일러 S5MBA 살균 탈취 건조",1611820,1499000,
스포츠/레저,네파 S/S 자켓 + 티셔츠 + 팬츠 SPECIAL PRICE,12000,12000,
스포츠/레저,나시카 SPIRIT 20x50 ZCF 쌍안경,50700,43100,
스포츠/레저,[나이키 아디다스 정품] 이니시에이터 에어포스 에어맥스 운동화 모음,51600,51600,
스포츠/레저,고무나라 폼롤러 EPP EVA 91cm 60cm 45cm 필라테스 폼플러,10800,9510,
도서,(사1) 설민석의 한국사 대모험 1~9권/10권/12권 세트.통일대모험 (상)(하).세계사 대모험 추가선택,93800,84420,
도서,15%추가쿠폰! 하뚱가베 활용집 3종 세트 + 하뚱가베카드 (158개 작품 수록),77000,42200,
도서,15%추가쿠폰! [마이리틀타이거] 타이거엔진-공사장트랙 /공사장/자동차/자동차장난감/경주,34900,29900,
남성의류,30%쿠폰!주니어팬티 3매입/브리프/드로즈/트렁크,10900,10900,
남성의류,STCO 20S/S 봄맞이[STYLE CHOICE] 남성 셔츠/넥타이/벨트/티셔츠/니트/자켓 등,10000,10000,
남성의류,[30%쿠폰] 봄신상 반팔티~3XL 빅사이즈/오버핏/엠보/라운드/브이넥/카라티/프린팅/레이어드/7부티,12000,10900,
식품,영양이 풍부한! 국내산 순살 고등어 80g~100g×5팩,9900,6600,
식품,맛있닭 닭가슴살 스테이크 8팩 외 72종 골라담기,12900,12900,
식품,[퓨어스펙]고당도 오렌지 중소과 20과,12900,12900,
식품,[팜에이트] 프리미엄샐러드 5종 패키지 유희영쉐프가 만든 건강식,29700,29700,
출산/유아,콩닥콩닥/유아용/아동용마스크/입체마스크/이어밴드마스크外/1+1,6900,6900,
출산/유아,2080 유아/어린이 칫솔 대량 특가 구성 x24개 + 성인 치약 1개 증정,20900,20900,
출산/유아,"[행필품]쿠폰적용가 38,900원! 군 오리지널 밴드/팬티 기저귀 3팩!!!",45900,45900,
출산/유아,더베이지 봄신상 미키 티셔츠/맨투맨/원피스/아동복/레깅스,10000,9900,
자동차/취미,풍선 테이블 용품 장식 컵 접시 파티 보 가랜드 헬륨 컬링 리본 종이컵 일회용 테이블보 생일 꾸미기 셀프,1000,1000,
자동차/취미,[카카오네임]방수 네임스티커 총집합/이름스티커/신학기 이름표/겨울왕국2,890,890,
자동차/취미,무선 미니전동드라이버/충전식/공구/전동공구/ES/비트,25000,21620,
자동차/취미,3M장갑/3M슈퍼그립200/컴포트그립/프로그립/3M겨울용장갑/겨울용3M장갑/겨울장갑/코팅장갑/혹한기장갑,1500,1310,
여행/티켓,제주섬오름호텔(섬오름/제주호텔/섬오름호텔/서귀포호텔/제주도/제주항공/제주여행/가족여행/당일예약/국내숙박추천/국내여행추천/숙박/국내숙박),78000,76500,
여행/티켓,[패키지전용]롯데부여리조트(부여롯데리조트/롯데리조트부여/롯데 부여/부여 롯데/롯데리조트 부여/백제문화단지/충남/충청남도/충청도/롯데리조트/아쿠아가든/롯데 부여리조트/롯데호텔/호텔롯데/가족리조트),137600,135000,
여행/티켓,[Roomonly전용]롯데부여리조트~6월까지 예약접수(부여롯데/롯데부여/부여호텔추천/부여리조트/롯데리조트/부여여행/충청도/충남/부여/국내숙박추천/국내여행추천/숙박/국내숙박),115000,112900,
패션잡화,브랜드 튼튼한 패션 장우산/3단우산/우양산/자동우산,5500,5500,
패션잡화,[스타일초이스10+20%][마크모크] 2020 봄신상 런칭! 로퍼/펌프스/플랫슈즈/슬링백,39500,39500,
패션잡화,[에버라스트] 무료배송! 홈쇼핑 완판! 백팩+미니백+클러치 3종 세트,39000,39000,
뷰티,[글로시블라썸] BEST 봄신상 네일스티커 모음,12900,7000,
뷰티,[10%+20%쿠폰] 팬틴 트리트먼트 220mlx3개 + 증정품3종,12900,12900,
뷰티,[아모레퍼시픽]2020년 2월 빅세일 대전! ~UPTO 50%,28000,22400,
가구/홈데코,[10%+10% 더블 할 인] 이노하우스 PVC매트 북유럽 프리미엄 주방매트 발매트,13900,13900,
가구/홈데코,[20%쿠폰]삼익가구 초대형 와이드/원목 전신 거울 시리즈,32400,27540,
가구/홈데코,[까르데코]레이스커튼1장 2장/시즌맞이행사/속지커튼,13000,12900,
디지털,[샌디스크] SOI 울트라(80mb/s) 마이크로 SDXC 128GB + 리더기,19900,15900,
디지털,iPad Pro 11 스마트 키보드 폴리오 - 한국어 [MU8G2KH/A],228120,219000,
디지털,"[신학기 ] 최종 37,970 에어팟데리 에어팟 충전케이스 겸용 보조배터리 10000mAh",49900,44390,
생활주방,[천연펄프함유]땡큐 30롤 3팩/화장지/두루마리휴지/티슈/롤화장지/롤휴지/두루마리화장지/점보롤,15900,15900,
생활주방,페브리즈 공기탈취제 에어 275g 3개,17500,13500,
생활주방,[모나리자] 에코모먼트 순 3겹 27M 30롤 3개 총90롤 천연펄프 화장지,40200,40200,
전체,[업타운홀릭]15%+20%! 오늘만 11 X 업타운홀릭 단독 오픈! 원피스/블라우스/니트/팬츠,17900,9900,
전체,[백산수] 농심 백산수 2L 12병 생수,11100,9790,
전체,[푸드장] 소고기 소갈비살 차돌박이 수입갈비살 살치살 부채살,10000,10000,
스포츠/레저,[공식] FILA 트랙 자켓 외 맨투맨&팬츠,49000,49000,
스포츠/레저,[웨스트우드] 20SS 신상 OPEN!,16900,16900,
스포츠/레저,[30%다운] 에버라스트/봄맞이/후드티/자켓/맨투맨/트레이닝복세트/기모/츄리닝/트레이닝바지/티셔츠/운동복,16900,16900,
도서,(형광펜.노트 외)(2020년1학기)초등문제집.우등생해법.백점맞는시리즈.우공비문제집.디딤돌.완자.한끝.오투과학.큐브수학.단원평가,12500,11250,
도서,[T멤15%할인] 오늘도 펭수 내일도 펭수 (꽃눈 에디션) /펭수 다이어리/ 펭수 에세이,17000,15300,
도서,2020년 중등 쎈 라이트쎈 개념쎈 일품 중학 수학 중1 중2 중3 1상 2상 3상 1하 2하 3하 1-1 2-1 3-1 1-2 2-2 3-2,11000,9900,
남성의류,NII 2020 봄 BEST 아우터/맨투맨/니트/셔츠 100종 모음,10000,10000,
남성의류,[라시노] 4D 자동분리 기능성 남성 남자 속옷 드로즈 트렁크 4종 건강팬티 (IRenew 토르말린 건강팔찌),39800,39410,
남성의류,[BYC/TRY/제임스딘] 남성 속옷 드로즈/트렁크/런닝/선물,3900,3900,
식품,[CJ제일제당] 고메 핫도그/스테이크/미트볼/치킨/피자/돈카츠 1+1+1 골라담기,18500,18500,
식품,[조선호텔김치] 피코크 조선호텔 김치 골라담기! (포기김치/석박지/총각/열무/맛김치),22800,22800,
식품,네슬레 퓨어라이프 2Lx24 생수 네슬레생수 먹는샘물,16800,15120,
출산/유아,[셀덴] 설레는 봄 신학기 준비 특별전 최대 60% OFF,10000,10000,
출산/유아,[아가드] 포르텐 식탁의자 하이체어 1입 유아식탁의자,164000,164000,
출산/유아,[26일 마트데이 5%+20%]대디베이비 밴드 팬티 기저귀 4팩 모음/무자극인증,21900,21900,
출산/유아,[24일~1일 30%] 친자연생리대 라네이처 시그니처 울트라 날개 중형 12매 x 3팩 + 린넨에코백,21400,21400,
자동차/취미,로티홈시스 접이식 발판 사다리 2단 가정용 안전 계단,23900,18900,
자동차/취미,리앤진/천연아로마오일/차량용방향제/디퓨저/실내용/냄새제거/선물/자동차용품/방향제/리필/자동차방향제,9300,8840,
자동차/취미,더허브샵 차량용디퓨저 40ml 카방향제 자동차방향제 자동차디퓨저 차량용방향제,9000,8900,
자동차/취미,3M장갑 10켤레/ 3M 슈퍼그립 200 컴포트그립 반코팅 겨울 기모 방한 코팅장갑,18900,16400,
여행/티켓,엘리시안강촌리조트 객실패키지~5월까지 예약 접수(강촌/남이섬/엘리시안강촌/강촌엘리시안리조트/스키장/스키패키지/렌탈패키지/엘리시안리조트/남이섬여행/춘천/국내숙박추천/강원도스키장/콘도/춘천여행추천),85000,83900,
여행/티켓,통영금호리조트(경상도/통영금호/충무마리나/마리나리조트/금호콘도/금호리조트/콘도예약/콘도할인/문자발송),98700,97700,
여행/티켓,"노보텔스위트 앰배서더 서울 용산, 노보텔 앰배서더 서울 용산 객실/조식패키지 (서울드래곤시티/노보텔스위트앰배서더서울용산/노보텔앰배서더서울용산/용산호텔/서울특급호텔/호캉스/스카이킹덤/푸드익스체인지)",99000,98010,
패션잡화,[10%+20%] 사은품! 미스터보울러 여행용 하드 캐리어/기내용 여행가방,31900,31900,
패션잡화,[10%+20%][포멜카멜레] 차정원pick! 20SS 지갑/토트/숄더백 외 봄신상 오픈!,29000,29000,
패션잡화,[socksmall]골프10켤레외 스포츠양말 등산양말 작업양말 겨울양말 남자양말 여성양말,9500,9200,
뷰티,"[피카소꼴레지오니] 감각을 수집하다, 메이크업 브러쉬&세트 모음",10400,10400,
뷰티,[공식] 리얼베리어 익스크림 방패보습/이슬톡톡/모이스처/크림/컨트롤-T 클렌징/장벽크림,10800,10800,
가구/홈데코,[오스람] LED무선 센서등 휴대용/동작감지/현관등/옷장등/서랍등,11250,9900,
가구/홈데코,[20%쿠폰][삼익가구/추가쿠폰] 욜로 원형 수납 원목스툴/화장대/의자/수납가구,19900,19900,
가구/홈데코,샤이닝홈 무드접이식 액자테이블 45종밥상/유아공부상/좌식책상/식탁/다용도/인테리어/갤러리아트디자인,18000,16900,
디지털,앱코 K660 광축 게이밍 기계식키보드 K  [포토상품평 참여시 장패드 100%증정],39900,39900,
디지털,키크론 Keychron K4 RGB 알루미늄 무선 기계식 키보드 / 맥 애플 호환 국내정품,169000,169000,
디지털,"[SEAGATE] [ 5일 단.독.특.가 ]+최종할인가 114,000원 씨게이트 Expansion 외장SSD 1TB  +당일출고+우체국택배+3년 보증",164890,119000,
생활주방,페브리즈 섬유탈취제 370mlx3개 + 비데 물티슈 or 4롤 티슈 or 미용 티슈,17500,13900,
생활주방,코디 아름드리 3겹 30롤X3개(90롤)/휴지 화장지,33300,33300,
전체,[쟈뎅] 편의점 아이스 커피/아메리카노/아이스티/에이드 30개입 골라담기 /까페라떼/커피,12420,11180,
전체,"[11번가x팔도x미샤] 팔도 BB 크림면12봉+미샤블랑BB크림+퍼프 기획세트/비비면,BB면/팔도 비빔면/ 네넴띤",19900,19900,
전체,[이틀간]더블행사 와룡막창 참나무 초벌 훈제 막창/양념 곱창/목살+와룡 막장소스 선택,12000,11500,
스포츠/레저,[컨버스] 컨버스 운동화 신발 스니커즈 런닝화 단화 캔버스화,42000,42000,
스포츠/레저,핏분 스텝퍼 일반&트위스트 & 스탠딩 3종 워킹머신 스텝박스 운동기구 다이어트 헬스 스테퍼 스탭퍼 스태퍼,57100,42950,
도서,스토브리그 대본집 세트 /이신화 대본집,32000,28800,
도서,(예약판매)펭수 펭아트 #페이퍼토이북,18000,16200,
남성의류,[핑크스타] (3+1) 신축성甲 활동성 좋은 편한 트레이닝팬츠/밴딩팬츠/경량조끼/후드집업/트레이닝복,5900,5900,
남성의류,[카운테스마라]봄맞이 S/S 백화점 신상셔츠 25종 특가,35000,24850,
남성의류,봄신상/남자청바지/28-42/일자/슬림/스판/블랙진/빅사이즈/밴딩/남자/남성바지/바이커진/슬랙스/조거팬츠,12800,11900,
식품,[우체국쇼핑] 농협 안동 흠집 사과 5kg/10kg #부사 #못난이사과,13770,12400,
식품,진짜! 애슐리 치킨 세트 4종 택3개,23900,21510,
식품,[CJ제일제당] 비비고 떡갈비/바싹불고기/너겟/완자 2+1 총3개 골라담기,18500,18500,
출산/유아,[마트DAY] 유기농본 골드 순면본 대형 중형 소형 생리대 팬티라이너 오버나이트 2-4팩 골라담기,6900,6900,
출산/유아,"[밀리밤] 아동 북유럽 모던풍 봄 스타일링 코디전! [맨투맨, 원피스, 레깅스, 아동,바지, 치마, 치랭스]",12900,12900,
출산/유아,"[최종가16,920원]총 14팩/브라운 아기물티슈 프리미엄 72매 캡 8팩+휴대 20매 캡 6팩",23500,23500,
자동차/취미,4.8V 충전드라이버 (TNT-HB48N)  전동드라이버 3종,21850,16910,
자동차/취미,현대 4000W 고용량 멀티탭 에어컨 히터 건조기 대용량콘센트,17010,14800,
자동차/취미,에너자이저 에버레디골드 대용량 알카라인건전지 40알/AA건전지/AAA건전지/배터리,15900,14310,
여행/티켓,[충청]제천리솜포레스트 20년2월까지(리솜/헤브나인/스파/국내여행추천/국내숙박/리조트/온천/포레스트/충청도/제천포레스트/리솜리조트/리솜제천포레스트),291500,289000,
여행/티켓,스플라스 리솜(리솜/스플라스리솜/리솜스플라스/리솜워터파크/플렉스타워/리솜리조트/리솜스파캐슬/제천리솜/덕산스파/리솜스파/충청/콘도/온천리조트/제덕산온천/워터파크/국내숙박추천/국내여행추천/숙박/국내숙박,118800,117800,
여행/티켓,I강원 평창I 휘닉스평창(휘플위크/리프트단일권/스노우빌리지/블루캐니언종일권),120000,119000,
여행/티켓,화순금호리조트(전라도/화순금호/화순아쿠아나/아쿠아나/물놀이콘도/워터파크/화순아쿠아나/금호리조트/문자발송),55000,54700,
패션잡화,2+1행사 10켤레균일가 국산페이크삭스덧신양말,7900,7890,
패션잡화,소가죽백 인싸템만 모았다! 델라스텔라 베스트 백 모음 !,28000,28000,
패션잡화,[써니월드]10%할인 봄신상 원터치링 은침 드롭 귀걸이,6900,6900,
패션잡화,[사뿐] 봄신상 플랫/로퍼/하이힐/블로퍼/힐/구두/단화/부츠,25900,25900,
뷰티,오가니스트 샴푸/린스 500ml X 4개 외 엘라스틴/닥터그루트/리엔 특가전,10900,10900,
뷰티,[정품]스웨덴 에그비누 에그팩/바디팩 알찬패키지,10900,10900,
뷰티,이상민이쓰는 비듬/각질/헤어케어 [어헤즈] 스파쿨링샴푸 실속세트 묶음,23900,23900,
뷰티,[쿠폰10%+20%]안티에이징 유세린 젤리세럼 런칭/아이크림 외 BEST +증정,10500,10500,
가구/홈데코,쉬즈홈 순면 삼각쿠션 바디필로우 롱쿠션 대쿠션 등받이쿠션 등,10000,5900,
가구/홈데코,무소음 고급 벽시계/메탈벽시계/국내생산,13900,12900,
가구/홈데코,냅앤드림 디퓨저 200ml 25종 3+1 EVENT! 퍼퓸디퓨저 본품+스틱3개,10900,8900,
디지털,UAG 폰케이스 갤럭시 노트10/노트9/S10/S9 아이폰 11/프로/프로맥스/XS/XR/MAX 전기종 모음전,36500,29200,
디지털,[마이크로소프트] [한정수량 특가세일]MS 스컬프트 에고노믹 데스크탑 키보드+마우스 (정품)당일발송 한정수량 할인행사!!,94400,94400,
디지털,갤럭시노트8/9/10/S10/S10E/5G/S9/S8 아이폰11 프로 XR/X/XS맥스/8/7/플러스 액정보호 강화유리 필름 방탄,4000,3900,
생활주방,[쿠폰+증정]다우니 프리미엄 세탁세제 액체형/폼형 BEST 모음전+섬유유연제 200mlx2개+P&G 틴케이스 外,18800,14800,
생활주방,퓨어 휴대용 손소독제 손세정제 30ml X 20개입,29800,29800,
생활주방,욕실매트 화장실매트 KC인증 욕실미끄럼방지 명인매트,10000,9500,
전체,SOVO 여성구두 펌프스 단화 로퍼 스웨이드 플랫슈즈 블로퍼 슬리퍼,30900,27900,
전체,즐거운 식단관리 라이킷 도시락 5종 6팩/10팩,23500,23500,
전체,[일룸] 학생 책상 BEST / 링키 및 링키스마트 책상 모음전 (14종 中 선택),319000,319000,
전체,[워너비20%쿠폰+더스터1P]팸퍼스 베이비드라이 팬티/밴드 기저귀 1박스,59900,54900,
스포츠/레저,*22%할인*[노스페이스]아동/성인 신학기~간절기 BEST상품 모음전!,36000,36000,
스포츠/레저,*22%할인*노스페이스 프로텍션 자켓 외 남여 자켓/플리스/티셔츠/팬츠 SS 신상의류,35000,35000,
스포츠/레저,[공식]FILA 어글리슈즈 판매 BEST COLLECTION,39000,39000,
스포츠/레저,오니츠카타이거 인기 스니커즈 모음,39000,39000,
도서,(전자파차단스티커+형광펜) 연세 초등 국어사전 영어 한자사전 새국어사전 선택,22000,19800,
도서,[특가] 핑크퐁 한글&영어 놀이! 한글버스/한글가방/한글카드/알파벳 카드/스티커,24360,24360,
도서,15%추가쿠폰! No.1 교육회사 대교가 만든 홈스쿨링 워크북 반짝! 생각이 켜지는 집공부,23000,23000,
도서,반디BOOKS  인문 역사 종교 소설 도감등 195종류  - A BOOK FOR YOU,14500,4200,
남성의류,[엠비오] 역대급 노마진 봄/간절기 정장자켓 정장바지,10000,10000,
남성의류,[JHSTYLE] 기모티셔츠/폴라/니트/후리스/집업/양털/패딩/맨투,10800,10000,
남성의류,코디갤러리外 [스타일데이] 남성 2020 S/S 셔츠/팬츠/니트/아우터/잡화 등,10000,10000,
식품,[화과방] 우유앙빵(35gx30개입) 유기농 목장우유로 만든 향긋한 앙금 가득!,12900,12900,
식품,호올스 스틱 멘토립터스 34g x 20개 외 모음,10500,10500,
식품,[CJ제일제당] 햇반(백미) 210gX24개 외 작은공기/큰공기/잡곡밥/오곡밥/흑미밥 선택구매,31900,31900,
출산/유아,NEW 건강한 유기농 순수한면 생리대 중형 16p x 4팩,15900,15900,
출산/유아,[베베쥬] 20년 봄 신상+추가 쿠폰  레깅스/원피스/상하복/가디건/점퍼/잠옷,10000,9900,
출산/유아,[해피랜드/압소바] 유아 상하복 원피스 내의 등 최대 83% OFF,10000,10000,
출산/유아,[신디키즈] 봄봄 ~두근두근 설레이는 신학기 인기상품전~ 티셔츠/원피스/청바지/치랭스/상하세트,10000,10000,
자동차/취미,아이정 현대 멀티탭 T형 개별 1구 2구 3구 4구 5구 6구,4020,3500,
자동차/취미,대용량 애견간식 6봉 강아지간식 개껌 강아지껌 애견사료 강아지사료 시저캔 츄르,15900,14900,
자동차/취미,카늘 체스 차량용 핸드폰 거치대 휴대폰 스마트폰,14800,14800,
자동차/취미,[공식판매처]벡셀 알카라인 건전지 AA/AAA 20알/C형/D형/9V형-최신제조,6400,6300,
여행/티켓,l당일발송l  오사카 유니버셜스튜디오 재팬 입장권,59900,59900,
여행/티켓,|제주|오늘사용가능|카멜리아힐+혜택몰빵|제주여행|제주동백수목원|제주겨울정원,4200,4200,
여행/티켓,|제주|브릭캠퍼스+다양한혜택|제주여행|제주관광|레고박물관|레고,10800,10800,
여행/티켓,괌 PIC골드 아동동반 객실UP+렌터카+자유여행 4/5일,699000,699000,
패션잡화,[스탠드업] 볼캡 72종/모자 야구모자 스냅백,23400,23400,
패션잡화,[크록스공식] 20SS 신상입고 특가! 100종 슬라이드/샌들외 ~70% OFF,20900,20900,
패션잡화,국산 10켤레 남자 여자 발목양말 패션 중목 단목 정장,6000,5800,
패션잡화,[10%+20%] 키스해링 탠디 우산/장우산/접이식우산/2단우산/3단우산/5단우산/양산/우양산,7640,7640,
뷰티,에스까다 더 클래식 2종/보닌 더스타일 2종 블랙/단품,21900,21900,
뷰티,[미프] 배틀그라운드 콜라보 남성 화장품 기획전 / 굿즈 100%,19000,19000,
뷰티,[공식] 디렉터파이 추천! 착한성분 메이크프렘/안심크림/클렌징폼/선플루이드/리포좀/본사공식,19600,19600,
뷰티,[아이소이] 본사직영/환절기 극복템 ~UP TO 50%,24000,19200,
가구/홈데코,이룸앤 베이직 논슬립 누빔 침대패드 싱글 슈퍼싱글 퀸 패드,11000,9500,
가구/홈데코,[20%추가]아라크네 암막방염블라인드1위 롤스크린,12900,9700,
가구/홈데코,[20%추가]아라크네 콤비블라인드 1위 롤스크린 커튼,100,10,
가구/홈데코,갤러리파크 국내 자체생산 인테리어 사진 그림 액자,1000,900,
디지털,핸드폰 갤럭시노트10 9 8 5 S20 S10 5G S9 S8플러스 A90 V50 G7 지갑형 아이폰11 PRO MAX XS 카카오프렌즈,10000,2800,
디지털,삼성 갤럭시S20플러스 울트라 노트10+ 9 8 S10 5G S9 8 강화유리 스케치 우레탄 포밍 방탄 액정보호필름,12900,9900,
디지털,풀커버 강화유리 갤럭시 노트10 플러스 S10 5G 노트9 노트8 S9 S8 V40 G7 아이폰 11 프로 맥스 XS XR X 8 7,9800,7800,
생활주방,페브리즈 포맨 섬유탈취제 370ml x 3개 + 비데 물티슈 or 4롤 티슈 or 미용 티슈,16500,13900,
생활주방,[다우니] 초고농축 섬유유연제 1Lx3개,16500,12500,
