title,user,content
[임섭/영화] 어벤져스 : 엔드 게임,a164****,"           어벤져스: 엔드게임      감독   안소니 루소, 조 루소   출연   로버트 다우니 주니어, 크리스 에반스, 크리스 헴스워스, 마크 러팔로, 스칼렛 요한슨, 제레미 레너, 폴 러드, 돈 ...   개봉   2019.04.24. 미국          리..."
[어벤져스: 엔드게임] 3000만큼 사랑한다,el00****,"   어벤져스: 엔드게임리뷰보기     감독   안소니 루소, 조 루소   출연   로버트 다우니 주니어, 크리스 에...            장르 : 액션, SF국적 : 미국시간 : 181분개봉 : 2019.04.24감독 : 안소니 루소, 조 루소한 시대가 끝났다.짧지 ..."
[ 어벤져스: 엔드게임 ] 어벤져스 세대 교체,blue****,이번에 어벤져스 엔드게임이 개봉하면서 다들 떠득썩하죠. 스포일러도 많이 돌아다니고 있고ㅋㅋㅋ 아마 지금쯤이면 영화를 안 본 사람 중에서 영화 내용을 모르는 사람은 거의 없지 않을까 싶습니다. 저는 다행이 스포를 당하지 않고 영...
영화 : 어벤져스 엔드게임 ( 마블 슈퍼히어로들의 이별?),dhys****,"일일 100만명 관객을 부르는 영화 ‘어벤져스 엔드게임’ 국내 최대 관객 영화 ‘명량’기록과  경쟁도 흥미롭다. 국내에 슈퍼 히어로들 미국 영화는 여러 편이 소개되었다.마블 코믹스에서 엑스맨, 판타스틱 포와 더불어 가장 유명한 슈..."
내생각에 네뷸라는 배신할듯,tess****,내생각에 어벤져스4에서 네뷸라는 배신한다. 인피니티워 볼때마다 네뷸라 미심쩍은게 한두가지가 아니다. 잡혀있다가 너무 쉽게 풀려난것도 그렇고 일부러 스타로드를 자극시켜 스타로드는 폭주해서 깽판치는데 말릴 생각조차 않는다. 그...
어벤져스4편 스토리 예상합니다.,rmsd****, 먼저 스포조심이라고 올려놨으니까 바로 본론으로 들어가겠습니다.일단 어벤져스4의 전체적 스토리는 시간여행입니다.여기서 어벤져스4에 대한 스토리 예상이 2가지가 되는데첫번쨰로는 2018년도에는 마블 유니버스에서 어벤져스3 : 인피...
어벤져스4 전에 꼭 봐야 할 것들!!!,myki****,영화를 제대로 보시려면 마블 시네마틱 유니버스에 대해 공부하셔야 겠죠!!그래서 M.C.U. 세계관에 대해 깔끔하고 정확하게 소개해 드리겠습니다.01 Captain America : The First Avenger (2011.07.19)02 AGENT CARTER. SEASON 1 (2015.01...
진짜 어벤져스 시리즈중 역대급이다,jung****,이번 어벤져스는 진짜 대박임. 내용이 엄청많음. 완다와 비전의 사랑이야기 & 영웅들이 싸우는 장소가 달라서 정신없음 & 오지는게 스케일은 진짜 역대급임 결론:스타로드 개XX 타노스는 진짜 자비도 없는놈이고 토르가 진짜 신이...
예측 잘하는 분 계십니까.,sage****," 오늘 인피니티 워 를 보고 결말에 충격을 먹고는 바로 코믹스를 구입해서 봤습니다.그런데...'인피니티 워' 가 파트1 이라는 기준으로 보면 결말이 깔금하긴 하지만, 이거 왠걸...영화 마지막 장면이...타노스가 농부되는 코믹스 결말 장..."
아 열받게 하네...러닝타임이 3시간?,best****, 고작 3시간? 4시간인줄알고 기대했는데 3시간밖에 안하는거 진짜 마블 일안하네 실화임?어차피 스크린 엄청 깔아줄텐데 관객수 얼마나 모아제낄라고 3시간밖에 상영안하는거임?하 열받네 고심끝에 점수 깍고 깍아서 별5개만준다 짜증난다...
안녕하세요 .2016에서 왔습니다.,k814****, 2019년이면 아마 전 못볼것같네요...왜냐고요>?지금 고3이거든요 이때쯤이면 전 22살이니까 삽질하고있겠죠 ㅜㅜㅜㅜㅜ 인피니티1도 ....그땐 이병일겁니다...그래도 인피니티2개봉할땐 상병정도 되있겠구나.. 병장인가?ㅎㅎㅎ 빨리 ...
유튜브에 어느정도 간략적인 전개가 나와있네요,i974****," 유튜브에 시간여행, 인피니티 스톤 복제라는 간략적인 얘기가 있네요..............................................................................................................................................................."
어벤져스4 마음에 안드는점.txt(스포일러),kxov****, 스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방지스포일러 방...
미래에서 왔다.,gold****,"이 영화는, 마블의 'One of all'인 스탠 리가 마지막으로 직접 참여하는 어벤져스 영화다.이 후에는 스탠 리가 노쇠해서 나오질 않아. 꼭 봐라.글구 여기서 아이언맨 2세캡틴 아메리카 -> 캡틴 마블쉬 헐크토르 -> 여친 토르 등의 ..."
진짜 앤드게임 그자체..,qogm****, 마지막에 울컥해서 눈물나올뻔.. 앤드게임 그자체 이제 다음 어떻게 진행될지도 궁금하네요 스포하자면 타노스짐 어벤져스 이김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아.......... 스포하고싶다............................................
끝내준다... 핵소름...,muvi****,"원래 마블팬이지만,, 정말 이번편은 엔드게임 이름에 걸맞는다.. 전편도 최고였지만 전편을 능가하고, 잘 짜여진 각본에 어느정도 예상된 내용도 있었지만, 장면이 끝내주고, 긴장감 최고... 스포가 없어 더 기대하고 볼 수 있길... 아이..."
내가 반전 예언 한번 해볼께...,ehpt****,아무도 다시 안살아남.아무도 다시 안살아남.아무도 다시 안살아남.아무도 다시 안살아남.아무도 다시 안살아남.아무도 다시 안살아남.아무도 다시 안살아남.아무도 다시 안살아남.아무도 다시 안살아남.아무도 다시 안살아남.아무도 다시...
유종의미를 거둔 어벤저스 시리즈 최고의 작품이자 마지막 작품,tlsg****,이번작품이 마지막인지 모르고 가서 봤습니다우선 전작들과는 다르게 유머러스함에 힘을 좀 줬더군요어벤저스 시리즈 중에서 가장 많이 웃은 작품인것 같습니다3시간 가는지도 모르게 몰입해서 봤고 시리즈 작품중 이번작이 가히 최고라 ...
과거에서 왓습니다,blue****, 아직 2년 남았네요. 어떻게 기다리나 참;;;;;어렵습니다만기다리다보면 나이 먹어 있겟고영화개봉하면 재미나게 관람하고 감탄하면 되는거지요후후후 하하하 히히히 헤헤헤 호호호어련히 잘 만들겟지요 뭐 잘할꺼라 믿어요개봉하면 보러 ...
과거에서 왔습니다ㅏ,back****,여기 고삼하나 추가요ㅋㅋㅋ 수능일지 취업일지 모르겠습니다만 과연 영화 볼수나 있을까요 ㅋㅋㅋ코믹스 내용이 뭔지 1도 모르는 마알못이지만 영화는 바로바로 보는 여자입니다ㅠㅠㅠ가끔 무시하는거 보면 너무 마음이 아프요ㅠㅠㅠ코믹...
