dis_price,dis_rate,main_category_name,ori_price,sub_category_name,title
30000,0,유아동/출산,30000,ALL,[메디록스]메디록스 4리터  1개 고수준 살균소독제  순차발송
9900,59,유아동/출산,9900,ALL,[트라이]아동팬티/속옷/런닝/유아/주니어/남아/여아/드로즈
8900,69,유아동/출산,8900,ALL,[바브키즈]바브키즈 봄신상 상하복 8900원부터
45500,9,식품,45500,ALL,강블리라이프 쌀 블링미 20kg/2019년 햅쌀 당일도정
34800,20,식품,34800,ALL,[맥심]모카골드 커피믹스 160T+160T +사은품랜덤/쿠폰가31800
17000,0,식품,17000,ALL,[포스트](해외)오레오오즈500g X 2팩+사은품/허니오즈/씨리얼
17900,69,패션의류,17900,ALL,브리치X씨샵인더룸 봄신상 간절기 셔츠/니트/맨투맨
14900,69,패션의류,14900,ALL,슈프림 기모맨투맨 티셔츠 후드티 남자여자 후리스 옷
10000,69,패션의류,10000,ALL,[예스]예스외 봄 신상 가득 오픈+역대급 쇼핑혜택
59000,0,스포츠/자동차,59000,ALL,[휠라]코트 에이스 1TM00645154
21900,69,스포츠/자동차,21900,ALL,[나이키]나이키/언더아머 특별구성 맨투맨 반팔티 외
9900,67,스포츠/자동차,9900,ALL,[마코]남여 골프웨어 봄 OPEN 할인전 티셔츠/점퍼/팬츠
25000,0,생활/주방/건강,25000,ALL,AEGIS 마스크 KF94/교체형 필터/미세먼지/바이러스
29900,0,생활/주방/건강,29900,ALL,[아토세이프]손소독제 100ml 5개/소독용에탄올/휴대용/세정제
29800,0,생활/주방/건강,29800,ALL,일회용 마스크 50매 / 국산순면 마스크 40매 / 소독제
3900,69,신발/잡화,3900,ALL,판매1위 2020 봄 신상 은침귀걸이 롱 드롭 세트
39900,70,신발/잡화,39900,ALL,[아키클래식]샤인 시리즈/키높이운동화 어글리슈즈 스니커즈
11790,0,신발/잡화,11790,ALL,[투원] 봄 신상 스니커즈/플랫/로퍼 단화 특가
139000,0,컴퓨터/전자,139000,ALL,[샤오미]샤오미 Amazfit GTR스마트시계-글로벌버전/무배
999000,5,컴퓨터/전자,999000,ALL,[퓨리케어]LG인증점 퓨리케어 360 공기청정기 AS280DWFC
109200,9,컴퓨터/전자,109200,ALL,[쿠첸]6인용 전기압력밥솥 CJS-FA0601V  음성안내 뚜껑분리
13050,10,도서/음반,13050,ALL,(예스24) 베스트 추천도서31 - 흔한남매/지적 대화를 위한 넓고 얕은 지식/스스로 행복하라 외 선택구매
204000,0,도서/음반,204000,ALL,[동아사이언스]어린이과학동아 1년 정기구독 (24권)
67900,0,도서/음반,67900,ALL,(2/21)(SET/YES24예약특전+POSTER+TUBE) BTS(방탄소년단) - MAP OF THE SOUL 7 (YES24 Special Benefit)
33000,0,가구/침구,33000,ALL,[아라홈]코잠배개 경추 메모리폼 낮은 숙면 기능성 목이편한
35900,40,가구/침구,35900,ALL,[하포스]통세탁가능 기절 마약매트리스/토퍼
140000,18,가구/침구,140000,ALL,[리바트온라인]리바트온라인 꼼므 1200 아이책상 + 유아의자
10000,9,여행,10000,ALL,대전오월드 자유이용권 (~20/2/29) /대전/가족여행/오월드/겨울
43900,0,여행,43900,ALL,SRT 할인티켓/승차권/편도(수서부산) + 스타벅스 커피 교환권
6900,0,여행,6900,ALL,포천 베어스타운 눈썰매장 하이시즌
24750,25,e쿠폰/티켓,24750,ALL,[T데이터쿠폰](SK텔레콤) T데이터쿠폰 5GB
27000,10,e쿠폰/티켓,27000,ALL,[에그머니](카드가능)(에그머니) 온라인 게임상품권 3만원
17730,0,화장품/헤어,17730,ALL,클린앤클리어 에센셜 훼이셜 포밍 클렌저 150ml 3개입
11900,15,화장품/헤어,11900,ALL,[무궁화때비누]무궁화 샤워때비누 500ml 3개+샘플 5매
11670,1,화장품/헤어,11670,ALL,[헤드앤숄더]헤드앤숄더 850ml 2개 + 미니어처 증정
23900,3,유아동/출산,23900,ALL,[쿠잉]쿠잉 팬티형 특대형(26매x 4팩) 기저귀
30900,0,유아동/출산,30900,ALL,[슈퍼대디]리얼소프트 팬티/밴드 기저귀 모음/미스터펭/리얼슬림
9900,70,유아동/출산,9900,ALL,쁘띠뮤 신학기 원피스/상하복/레깅스/점퍼 50종 4900~
15900,0,식품,15900,ALL,유기농 유유로 만든 우유앙빵 35g x 30개 /행사중
22500,21,식품,22500,ALL,[프렌치카페]카페믹스/믹스커피/ 프렌치카페 커피믹스 300T+블랙20T
52900,9,식품,52900,ALL,강화섬쌀 삼광쌀 10kg+10kg 19년산 (박스포장)
5900,69,패션의류,5900,ALL,더다다 봄신상 빅사이즈 롱티셔츠/셔츠/원피스
14900,67,패션의류,14900,ALL,피핀 봄신상 팬츠/티셔츠/니트/원피스/빅사이즈
12900,70,패션의류,12900,ALL,에이블린 봄신상 미리보기/원피스/니트/스커트/하객룩
10900,0,스포츠/자동차,10900,ALL,10매세트 특가 3D 입체마스크 10장세트 연예인 마스크
50900,53,스포츠/자동차,50900,ALL,[엠피온]엠피온 SET-525 무선하이패스 태양광충전 거치대증정
11900,0,생활/주방/건강,11900,ALL,[현대]오늘 천연펄프100% 각티슈 180매 12개 박스포장
6900,31,생활/주방/건강,6900,ALL,순살고등어 150g 5팩
4900,69,신발/잡화,4900,ALL,12% 중복쿠폰 아동 신학기 캐릭터 EVA 면 실내화 덧신
38610,1,신발/잡화,38610,ALL,[MLB]신학기추천 MLB프리미엄 듀얼와치 손목시계3종
38600,3,컴퓨터/전자,38600,ALL,[샤오미]샤오미 미밴드4 한국판 정품 블랙/공식파트너
424900,0,컴퓨터/전자,424900,ALL,[블루스카이]혜택가 33만원대 삼성 공기청정기 AX60N5580WDD
20000,0,도서/음반,20000,ALL,슈퍼주니어 (Super Junior) - 응원봉 파우치 : 패키지 + 파우치 + 스트랩 키링 + 롱 스트랩 + D.I.Y 스티커 + 럭키카드  슈퍼주니어
44700,0,도서/음반,44700,ALL,SET(DARK+BLUE+LIGHT+포스터3종+지관통) 빅톤 (VICTON) - Continuous (미니앨범 6집)
4600,29,도서/음반,4600,ALL,데싱디바/선쿠션/아이라이너/클렌징워터 3월호 월간지
56800,55,가구/침구,56800,ALL,[에이블루]커블체어 와이더 20년형 자세교정의자 출시
5610,1,가구/침구,5610,ALL,손세정 알콜 손소독 500ml 천연발효주정 에탄올 80%
69000,0,여행,69000,ALL,"|최대20만원할인||경남 호텔| 하운드 진해용원 (마산,진해)"
26000,0,여행,26000,ALL,[비발디파크](카드즉시할인10%)홍천 비발디파크 스노위랜드 입장권(문자발송)
80000,0,여행,80000,ALL,"강원 평창군 휘닉스 평창 리조트/휘닉스,휘닉스 평창,휘닉스파크,애견동반,펫룸,애견동반객실,블루캐니언"
9100,9,e쿠폰/티켓,9100,ALL,[CGV](CGV) 영화관람권 1매/예매권/영화티켓/전일 사용가능
4830,3,e쿠폰/티켓,4830,ALL,[구글플레이](카드가능) 기프트코드 5천원 / 구글 기프트카드
9500,5,e쿠폰/티켓,9500,ALL,[컬쳐랜드문화상품권](편의점통합) 모바일금액권 1만원/ 캐쉬충전불가
15900,61,화장품/헤어,15900,ALL,[아임미미]아임미미 신상 틴트 런칭 특가전 ~61%
10000,8,화장품/헤어,10000,ALL,[라벨영]쇼킹 티트리스팟 /말썽+예민피부/진정/
8500,0,유아동/출산,8500,ALL,[베베당] 무료배송  [베베당] 유아과자 떡뻥5봉+못난이떡뻥2봉
110000,0,유아동/출산,110000,ALL,[블랙야크키즈](신세계센텀점)[블랙야크키즈] 2020년 S/S 신상 트레이닝 상하복 BK액티브세트
19900,0,식품,19900,ALL,[마니커]바사삭치킨한마리 500gx3봉/쿠폰적용가 15900원 .
15900,23,식품,15900,ALL,[웅진]빅토리아  플레인 500ml x 40개입
29900,62,패션의류,29900,ALL,중복12%쿠폰 빅사이즈 트렌치코트/셔츠/니트
9900,70,패션의류,9900,ALL,12%쿠폰 달리샵 봄신상 미리보기 원피스/니트
12900,70,패션의류,12900,ALL,쏭스타일 롱티.루즈핏.박스티.신상특가
37790,0,스포츠/자동차,37790,ALL,[아디다스]아디다스 아동화 슈퍼스타 360 I (EF6629)
19920,20,스포츠/자동차,19920,ALL,[아디다스](신세계센텀점)[UNISEX SWIM] 아딜렛 컴포트/아디사지 TND 6종 (CG3425 S82137 AP9971 EG1850 B44870 F3...
30900,50,생활/주방/건강,30900,ALL,[베베숲]아기물티슈 프리미어 캡 70매 20팩 70gsm
13800,0,생활/주방/건강,13800,ALL,치간칫솔/치실/혀클리너/유아용치실 구강용품모음전
33900,21,생활/주방/건강,33900,ALL,[크리넥스]데코 앤 소프트 화장지 27M30롤X2팩/휴지
4800,0,신발/잡화,4800,ALL,네오플랜 마스크/유아동/성인 FREE
7900,69,신발/잡화,7900,ALL,프롬산타 국내생산 양말/중목 남자여자덧신발목학생
38110,4,컴퓨터/전자,38110,ALL,1+1  자바스 칫솔살균기 UTC52AW
93180,1,컴퓨터/전자,93180,ALL,[삼성전자]최대혜택가 7만원대 삼성 전자레인지 MS23K3513AW
98560,33,도서/음반,98560,ALL,(글뿌리) 생각을 뒤집는 반전동화 | 놀부전(교과수록) 포함
355700,28,도서/음반,355700,ALL,(쿠폰적용가 249.000원) howso 필독도서 세계명작문학 전100권 양장본 세트
12800,69,가구/침구,12800,ALL,(특가) 침대커버 누빔매트리스커버 패드 이불 베개
19900,67,가구/침구,19900,ALL,오가닉 호텔식 차렵침구/방수패드/블랭킷 모음
31900,46,가구/침구,31900,ALL,[우드윅]더스윗캔들워머+양키캔들or우드윅/전구2개/디퓨저향초
480200,0,여행,480200,ALL,[부산출발-빈펄랜드포함]베트남 다낭/호이안+바나산국립공원 5일
399000,0,여행,399000,ALL,[구름도 머물다 가는곳]라오스 비엔티엔/방비엥 4일/5일
73920,0,여행,73920,ALL,|최대20만원할인|라마다 속초(강원 호텔/속초/강릉/양양/고성)
9900,23,e쿠폰/티켓,9900,ALL,[미스터피자](미스터피자) 피자뷔페 1인권 / 17개 직영점 전용
10000,0,e쿠폰/티켓,10000,ALL,[GS25](GS25) 모바일금액권 1만원권 + 7%캐시백
9900,47,화장품/헤어,9900,ALL,맥퀸뉴욕 1+1+1 프로핏 젤 아이라이너/2월 신상~75%
11400,50,화장품/헤어,11400,ALL,[미쟝센]미쟝센 퍼펙트세럼 트리트먼트 180ML X4
120000,0,유아동/출산,120000,ALL,비접촉식 체온계 적외선 체온계 유아동체온계
29100,3,유아동/출산,29100,ALL,[메디록스]메디록스s 4리터 1개  Medilox 고수준 살균제
30000,0,유아동/출산,30000,ALL,[메디록스]메디록스 살균소독제 기구등 다용도 어린이집 유치원
11790,0,식품,11790,ALL,[미스타셰프]미스타셰프 육개장 600g 4팩/증정_쿠폰적용시8520
15900,15,식품,15900,ALL,생생빵상회 크로와상외 7종 2봉+1봉+이벤트
16900,27,식품,16900,ALL,[오뚜기]오뚜기 참치/야채/고추 150g 12캔
10900,69,패션의류,10900,ALL,체리온 봄신상 입고 롱티/기모후드/기모맨투맨/55~88
3900,69,패션의류,3900,ALL,비니수 기획특가 가을신상모음전
2880,0,패션의류,2880,ALL,남여공용 베이직 라운드 반팔 티셔츠 8컬러
15650,19,스포츠/자동차,15650,ALL,[네파][네파] 남여공용 트리플팩 라운드 티셔츠 7FG5300199
37900,0,스포츠/자동차,37900,ALL,순면 100% 30매세트 3D 입체마스크 순면100% 30장세트
4400,20,스포츠/자동차,4400,ALL,고급 면 마스크 패션마스크 5+1 국내 직접 생산
15900,50,생활/주방/건강,15900,ALL,아이러브베베물티슈 아이보리72매캡형X20팩
28900,0,생활/주방/건강,28900,ALL,호남평야의 좋은쌀 신동진(19년도햅쌀  상등급)10kg
5900,0,생활/주방/건강,5900,ALL,의약외품 에탄올 70% ATOREN 손소독제500ml 대용량
24900,68,신발/잡화,24900,ALL,[세스띠]CESTI 2월 BIG SALE 남/여화 최대 88% + 22%쿠폰
24900,70,신발/잡화,24900,ALL,[페이퍼플레인키즈]아동화 유아 아동 신발 남아 여아 어린이 슈즈 실내화
511500,7,컴퓨터/전자,511500,ALL,[아이디어패드]Lenovo S340-14API 라이젠 R5 DOS 8gb+256gb 최종 44만
19800,12,컴퓨터/전자,19800,ALL,폴톤퓨리 100ml 4개 휴대용손소독제/손세정제
159000,9,컴퓨터/전자,159000,ALL,[샤오미](최대 139920) 국내배송 샤오미 미에어 3H 공기청정기
40500,10,도서/음반,40500,ALL,Grammar Cue 1~3 set  / Grammar Cue Plus 1~3 set
28400,0,도서/음반,28400,ALL,(학습지 day) 하루한장 (선택구매)
2574000,0,도서/음반,2574000,ALL,아이스크림홈런 26개월 학습권 + 스마일캐시 적립 + 2개월 수강권추가
19900,66,가구/침구,19900,ALL,[쁘리엘르]패브릭 쇼파커버 1인용~4인용/투웨이스트레치/스판
166130,0,가구/침구,166130,ALL,[시디즈]시디즈 T20 TAB+(탭플러스) TX200HF 메쉬의자
21900,67,가구/침구,21900,ALL,[아망떼]어린이집 순면 낮잠이불/알러지케어 낮잠이불
191080,0,여행,191080,ALL,"|최대20만원할인||경기 호텔| 롤링힐스 호텔 (평택,송탄,화성,안성)"
138600,0,여행,138600,ALL,"|최대20만원할인||강원 리조트| 롯데리조트 속초 (속초,양양,고성)"
8900,11,e쿠폰/티켓,8900,ALL,[죠스떡복이](스마일클럽) 1만원권 (바르다김선생/죠스떡볶이 등)
29460,1,e쿠폰/티켓,29460,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드)(PIN발송) 온라인상품권 3만원
14480,3,e쿠폰/티켓,14480,ALL,[구글플레이](카드가능) 기프트코드 1만 5천원 / 구글 기프트카드
19200,20,화장품/헤어,19200,ALL,[피카소브러쉬]피카소꼴레지오니 전제품 20% 브랜드 세일
27000,10,화장품/헤어,27000,ALL,[닥터방기원]랩 탈모샴푸 1LX3+랩토닉150ml
10000,54,화장품/헤어,10000,ALL,[폰즈]페이셜폼 퓨어 화이트 100g 3개+BB파우더 2개증정
191430,10,유아동/출산,191430,ALL,한얼교육 NEW 리더십 동화 (전70종)
7900,69,유아동/출산,7900,ALL,신학기룩4900원~ 상하복/티셔츠/팬츠/원피스
25500,0,유아동/출산,25500,ALL,[호호에미]친환경세제 아기세제 유아 세제 섬유유연제 천연세제
26010,10,식품,26010,ALL,[파스퇴르]무항생제 인증 바른목장 우유(190ml 48입)/멸균우유/ 파스퇴르
26700,0,식품,26700,ALL,[연세우유]연세우유 멸균우유 48팩
29900,0,패션의류,29900,ALL,[스파오]펭-하  스파오X펭수 콜라보 출시 
12900,69,패션의류,12900,ALL,로드블링 10%/12%쿠폰 국내생산 봄신상/롱원피스/세트
29900,69,패션의류,29900,ALL,[솔로이스트]22%쿠폰 봄 신상 할인 원피스/자켓 외 UTCJ2H01
24900,68,스포츠/자동차,24900,ALL,[아디다스]아디다스 나이키外 트레이닝복 팬츠/기모팬츠 모음
60000,68,스포츠/자동차,60000,ALL,[노스페이스화이트라벨]2020 봄신상 인기 맨투맨/반팔티/집업/슬리퍼/책가방
22500,46,스포츠/자동차,22500,ALL,[안다르]안다르 S/S 다이어트 특가DAY
29800,0,생활/주방/건강,29800,ALL,지솔 대용량 무알콜 향균소독제 마스크 재사용 특화
17400,0,생활/주방/건강,17400,ALL,1+1 500ml 손세정제 손소독제 병원의약외품 클린투클린
10000,69,신발/잡화,10000,ALL,신상 본품 1+1 균일가/14K GP 진주 링 드롭귀걸이
790,0,신발/잡화,790,ALL,쭈니쭈앙9900원무배~ 패션양말학생발목여자덧신캐릭터
159000,0,컴퓨터/전자,159000,ALL,[아이닉](쿠폰127200원)아이닉 스텐 에어프라이어 대용량 16L
1353000,0,컴퓨터/전자,1353000,ALL,[삼성전자]갤럭시 S20 플러스 자급제폰 256GB LTE/5G 호환 공기계
42840,10,도서/음반,42840,ALL,(할인)팩토/소마셈/창의력수학/사고력수학/킨더/키즈/팩토슐레/초등문제집
14900,58,가구/침구,14900,ALL,[아망떼]고밀도 순면 매트리스커버/침대패드/침대커버
39900,66,가구/침구,39900,ALL,방송히트 웅가로 암막커튼 창고 대방출 (중형~특대)
19000,29,여행,19000,ALL,(문자발송/당일사용가능) 롯데월드 서울스카이 전망대 2월 이용권 (2.1~3.3)
69000,0,여행,69000,ALL,"강원 속초시 켄싱턴리조트 설악비치/속초,고성,켄싱턴리조트,설악비치,켄싱턴,켄싱턴설악,캔싱턴"
28500,5,e쿠폰/티켓,28500,ALL,[GS25](GS25) 모바일 3만원권
95000,0,e쿠폰/티켓,95000,ALL,현대/롯데/신세계백화점상품권/롯데마트/이마트10만
56950,15,화장품/헤어,56950,ALL,[닥터자르트]20%중복 닥터자르트 브랜드 빅세일전
12000,70,유아동/출산,12000,ALL,[컬리수](특별 쿠폰) 컬리수 S/S 봄의류 특별 세일
41900,0,유아동/출산,41900,ALL,[하기스]2020 NEW 하기스 기저귀/매직핏/보송보송/팬티
18900,10,식품,18900,ALL,(착한마켓) 착한 양배추즙 100포 통양배추/팜조은식품
9800,12,식품,9800,ALL,[백산수]백산수 2L 12병 / 생수전문배송
6900,70,패션의류,6900,ALL,블론디44~77 여자기모롱티/7부/트레이닝/빅사이즈
6900,70,패션의류,6900,ALL,[컬럼비아]컬럼비아 남여 브라/팬티/드로즈 특가
5000,68,스포츠/자동차,5000,ALL,[테슬라]테슬라 요가복 요가바지 티셔츠 필라테스복 운동복
9900,23,스포츠/자동차,9900,ALL,[불스원]RAINOK 빗물을 튕겨주는 발수 와이퍼 2개입
30900,21,생활/주방/건강,30900,ALL,[크리넥스]순수3겹 화장지 27M 30롤x2팩/휴지
9900,65,생활/주방/건강,9900,ALL,[락앤락]락앤락 주방용품 고무장갑 밀폐용기 몽땅 균일가전
36660,6,신발/잡화,36660,ALL,[버팔로](파격특가)버팔로 여성 소가죽 스퀘어엠보 로퍼
37900,69,신발/잡화,37900,ALL,[아키클래식]RS500 시리즈/키높이운동화 어글리슈즈 런닝화
938380,0,컴퓨터/전자,938380,ALL,[울트라PC]LG전자 울트라PC 15UD590-GX50K 마지막 하루 65만원대
34010,8,컴퓨터/전자,34010,ALL,[삼성전자]2만원대 삼성 무선 핸디 진공 청소기 VC-H22 무료배송
13500,0,도서/음반,13500,ALL,걷는달팽이 생생만들기 - 탈것나라 동물의왕국 공룡시대 / 세트구매시 사은품 증정(한정)
13000,0,도서/음반,13000,ALL,(3월4일출고)(와이즈만북스) 미래가 온다 시리즈 1~6권 낱권 선택구매
8900,69,가구/침구,8900,ALL,[쁘리엘르]1+1 발매트 키친매트 인테리어 면발매트 극세사발매트
14950,5,가구/침구,14950,ALL,네버랜드 DTP 키즈 러그 카페트 원색 100x150/ 웰러그
97900,0,여행,97900,ALL,|최대20만원할인|마리나베이 서울(경기 호텔/김포/고양/의정부/파주)
15000,0,여행,15000,ALL,(MMS(바코드)문자수신) 아쿠아필드 하남 (1/28~3/31) (찜질/스파/스타필드/워터파크/힐링/실내/사우나)
49500,0,여행,49500,ALL,|최대20만원할인||제주 호텔|  라마다 바이 윈덤 제주 더 함덕 호텔 (제주시)
9500,5,e쿠폰/티켓,9500,ALL,[CU](CU) 모바일금액권 1만원/ 실시간발송
10000,0,e쿠폰/티켓,10000,ALL,[세븐일레븐](세븐일레븐) 모바일금액권 1만원권 + 7%캐시백
30000,0,e쿠폰/티켓,30000,ALL,[파리바게뜨](파리바게뜨) 파바 모바일 3만원권
9900,1,화장품/헤어,9900,ALL,[과일나라]알로에 수딩젤 2+1 / 1150ml 알로에베라 98% 수분크림
9900,0,화장품/헤어,9900,ALL,SJ메디코스 핸드크리너 500ml 손청결 손세정제
12900,0,화장품/헤어,12900,ALL,[샤워메이트]샤워메이트 내추럴 퍼퓸 바디워시  x3(로즈+라벤+프리)
59000,66,유아동/출산,59000,ALL,푸름이닷컴 푸름이 시리즈 (전20종)
41190,0,유아동/출산,41190,ALL,[플레이도] 도구놀이+12팩 外 19900원 집콕 아이템 모음
30000,0,유아동/출산,30000,ALL,메디록스 S 4L  다용도 무독성 살균 소독제 Medilox-s
11900,0,식품,11900,ALL,[한상궁김치]오이소박이 1kg/HACCP/가정식김치/반찬 100% 국산
24900,15,식품,24900,ALL,[안성탕면]안성탕면 40개입
7900,33,식품,7900,ALL,청정 제주산 구좌 흙당근 5kg(왕특)
29900,69,패션의류,29900,ALL,[씨]20%씨 외 신원여성 봄인기 자켓/트렌치/원피스외 ~89%
48800,69,패션의류,48800,ALL,[마인드브릿지]마인드브릿지 앵콜 인기 신상/이월 80종
12900,70,패션의류,12900,ALL,시크루즈/10%/봄신상/티셔츠/루즈핏/맨투맨/빅사이즈
24900,68,스포츠/자동차,24900,ALL,아디다스 운동화 50종
39110,20,스포츠/자동차,39110,ALL,[스케쳐스](신세계경기점)[SKECHERS] 스케쳐스 정말 편한 남여 딜라이트  어글리 스니커즈 7종 (SL0MC19X211 SL0MC...
27900,64,스포츠/자동차,27900,ALL,[BTR]BTR S/S PREVIEW + F/W 시즌오프 특가전 /자켓티셔츠
8900,1,생활/주방/건강,8900,ALL,겔업 고농축 액체세제 2.5L x 4개 세탁세제 총10000ml
26900,15,생활/주방/건강,26900,ALL,[잘풀리는집]순수PURE 천연펄프 25m30롤 x3팩/휴지/화장지
12900,50,생활/주방/건강,12900,ALL,아이러브베베물티슈핑크100매캡형X20팩
11000,69,신발/잡화,11000,ALL,[팬콧키즈]아동운동화/학생실내화/아동실내화/아동장화/레인부츠
9900,70,신발/잡화,9900,ALL,단골언니 여성 사무실 통굽 슬리퍼 실내화 간호샌들
11500,69,신발/잡화,11500,ALL,9.780원 균일_남여 봄 슬립온 키높이 스니커즈 운동화
1649000,0,컴퓨터/전자,1649000,ALL,[LG전자]그램17 17ZD90N-VX5BK 노트북 134만원 마감임박 특가
388000,4,컴퓨터/전자,388000,ALL,[10인용]쿠쿠 IH메탈릭에코 2기압 밥솥 CRP-CHS108FD/FS[ 에어프라이어]
273750,1,컴퓨터/전자,273750,ALL,[에브리봇]에브리봇 물걸레청소기 Edge 공식인증
111600,0,도서/음반,111600,ALL,사이트워드  Sight words LEVEL 1~6  월드컴에듀 사이트워드 ( 두세트 )
17000,0,도서/음반,17000,ALL,(2/21)(FREEPOSTER/YES24예약특전(폰스트랩)/RANDOM) 방탄소년단 (BTS) - MAP OF THE SOUL : 7 - 랜덤발송
54000,10,도서/음반,54000,ALL,Phonics Cue 1~4 (SB+WB+AB+CD) New
10900,69,가구/침구,10900,ALL,(1+1)암막커튼 창문커튼 거실커튼 방한 방풍커튼 커텐
9900,69,가구/침구,9900,ALL,[쁘리엘르]순면 매트리스커버/침대패드/누빔매트커버/방수매트
16800,69,가구/침구,16800,ALL,led 방등 등 기구 거실등 조명 형광등 LG칩
27500,0,여행,27500,ALL,(문자발송/익일부터 이용가능)제천 리솜포레스트 해브나인 스파 이용권
29000,0,여행,29000,ALL,(바로사용) 설악워터피아 하이시즌(2020년 3월 1일까지 이용가능)
50400,0,여행,50400,ALL,|최대20만원할인|현대 아이파크 콘도(강원 호텔/고성/양양/동해/삼척)
14250,0,여행,14250,ALL,(당일사용가능) 홍천 알파카월드 (홍천여행/강원여행/홍천알파카/체험/동물체험)
179000,50,e쿠폰/티켓,179000,ALL,[소원영어](단하루 최대할인)평생소장 소원탭+교재 8권+기프티콘
4850,3,e쿠폰/티켓,4850,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권5천원권(ID바로충전)
26970,7,e쿠폰/티켓,26970,ALL,[투썸플레이스](투썸플레이스) 딸기 생크림 1호
30000,0,e쿠폰/티켓,30000,ALL,[배스킨라빈스](배스킨라빈스) 모바일 3만원권
31240,2,화장품/헤어,31240,ALL,[닥터포헤어]닥터포헤어 폴리젠 플러스 샴푸 500ml 2개 + 200ml
94500,10,화장품/헤어,94500,ALL,[헤라]글로우 래스팅 파운데이션+브러쉬 세트
15900,69,화장품/헤어,15900,ALL,[코리아나]앰플앤 최저 특가 구성 앰플 1+1+마스크 16110원~
5340,2,유아동/출산,5340,ALL,소독용알콜
7900,69,유아동/출산,7900,ALL,국산 봄신상 유아.아동.주니어 내의/내복/실내복/잠옷
1000,0,유아동/출산,1000,ALL,[홈플러스시그니처](전단상품)홈플러스시그니처_물티슈_100매
17900,15,식품,17900,ALL,[오뚜기]맛있는 오뚜기밥 즉석밥 210g X 24개(1박스) 외 9종
22500,24,식품,22500,ALL,[오뚜기]오뚜기 컵밥 골라담기(3종선택) 12개입 대용량 세트
22250,2,식품,22250,ALL,[대천김][대천김] 재래김/파래김/돌김 20봉(10봉 x 2세트)
9900,69,패션의류,9900,ALL,{니트모아} 롱가디건/니트/빅사이즈/데일리/
7900,69,패션의류,7900,ALL,[미쏘]스파오/후아유 봄오픈~90% 티셔츠/아우터/니트 외
13900,69,패션의류,13900,ALL,[핫코드]봄신상 남자청바지/빅사이즈/면바지/일자/스판옷/행사
9900,70,패션의류,9900,ALL,마츠 새해신상~  니트/가디건/롱/여성/폴라/터틀넥
36000,26,스포츠/자동차,36000,ALL,[멜킨스포츠]멜킨 트램폴린 점핑 다이어트 어린이 유아 방방이
39900,55,스포츠/자동차,39900,ALL,[아이더]아이더 봄맞이 트렌디한 아이템 초특가전
69000,0,스포츠/자동차,69000,ALL,[휠라]자가토 1GM00849077
26900,68,스포츠/자동차,26900,ALL,아디다스/리복/나이키 운동화/슬리퍼/백팩 49종 모음
12900,0,생활/주방/건강,12900,ALL,뿌리는 살균 소독제 메딕브이3 소독 스프레이 500ml
13900,50,생활/주방/건강,13900,ALL,[베이비베이비]베이비베이비 아기물티슈 트윙클120매 20팩 캡형
26900,0,생활/주방/건강,26900,ALL,[크리넥스]물에 잘 녹는 에어셀 화장지 40M 24롤 2팩 45086
23680,11,신발/잡화,23680,ALL,[돔바]돔바 하이 포인트 (HIGH POINT (WHITE/BLACK)) [H-9111]
12800,69,신발/잡화,12800,ALL,[페이퍼플레인]신발 커플 스니커즈 슬립온 운동화 러닝화 단화 슈즈
46550,5,신발/잡화,46550,ALL,[휠라키즈](현대백화점)[휠라키즈신발]3RM01250/스키퍼 플렉스
836000,0,컴퓨터/전자,836000,ALL,[삼성전자]혜택가 66만원대 인증점 삼성 UHD TV UN55NU7050FXKR
19800,12,컴퓨터/전자,19800,ALL,퓨리500ml 1+1 손소독제/손세정 대용량 리필용/겔타입
8900,0,컴퓨터/전자,8900,ALL,[스피디]스피디 10W 고속 무선충전기 화이트
58800,0,도서/음반,58800,ALL,사이트워드  Sight words LEVEL 1~6  월드컴에듀 사이트워드 ( 단품 )
168000,32,도서/음반,168000,ALL,(500년 전통 OXFORD 대학 출판부) 와이즈픽처북 풀셋 / 옥스퍼드 한글 그림책 - 선택구매
183000,0,도서/음반,183000,ALL,(누리출판) 알록 달록 재미있는 누리 세계문화
85680,10,가구/침구,85680,ALL,[한샘]샘 책장 5단 120cm 시공
19900,69,가구/침구,19900,ALL,항균 사계절 차렵이불세트 겨울이불 극세사 양털이불
169000,53,가구/침구,169000,ALL,[파로마가구]코코 킹수납형 LED 빅서랍 슈퍼싱글침대(SS) 모음
79000,38,가구/침구,79000,ALL,[한샘]샘스틸 책상 DIY 120cm
83000,0,여행,83000,ALL,"|최대20만원할인||강원 호텔| 스카이베이 호텔 경포 (경포대,사천,주문진)"
277670,0,여행,277670,ALL,|카드할인 10프로|[괌호텔]하얏트 리젠시 괌(Hyatt Regency Guam)
9900,1,여행,9900,ALL,제주렌트카 완전자차 전기차 승합차 셀토스 신형 제주공항렌트
89600,0,여행,89600,ALL,"|최대20만원할인||강원 호텔| 하이원 그랜드 호텔 메인타워(구.강원랜드호텔) (영월,정선)"
9200,8,e쿠폰/티켓,9200,ALL,[메가박스](메가박스) 일반관람권(2D)/영화관람권/영화예매권
7900,0,화장품/헤어,7900,ALL,[쿤달]4+1 샴푸 트리트먼트 바디워시 바디로션 핸드크림 외
