dis_price,dis_rate,main_category_name,ori_price,sub_category_name,title
19000,5,화장품/헤어,19000,ALL,[라벨영]쇼킹 티트리스팟 2개 /말썽+예민피부/진정/
6900,70,유아동/출산,6900,ALL,아동팬티.속옷.런닝.삼각.쥬니어.드로즈.여아.남아동
23000,0,유아동/출산,23000,ALL,바이오클퓨어 4L 제균스프레이 살균소독제
99000,45,유아동/출산,99000,ALL,씨투엠에듀  지오플릭 교구 (가이드북포함)
42200,2,유아동/출산,42200,ALL,[아디다스]키즈 슈퍼스타 360 차일드 4종택일 S32130 EF6633 EE6268 EF6632/ 아디다스
20900,10,식품,20900,ALL,[매일우유]저지방1% 멸균우유 200ml 48팩 /우유/두유/매일
16900,9,식품,16900,ALL,와인숙성왕구이 1.2kg+1.2kg/쿠폰적용가 14700원
8900,0,식품,8900,ALL,호박고구마 대 3kg/2개주문시 7kg 발송
12900,70,패션의류,12900,ALL,봄신상추가/기모박스티/빅사이즈/루즈핏/맨투맨/롱티
53200,60,패션의류,53200,ALL,[머스트비]머스트비 홈쇼핑 울코트/핸드메이드/경량/다운
19900,69,패션의류,19900,ALL,대박난박양 롱원피스 랩원피스 하객룩 여름원피스
11250,25,패션의류,11250,ALL,[폴햄](현대백화점)[폴햄] PHY5TR1900 남녀공용 3PACK 무지 라운드 반팔티셔츠
24230,19,스포츠/자동차,24230,ALL,[머렐](신세계의정부점)남 여 커플 봄 트레이닝복 상의 하의 (옵션가)
9900,17,스포츠/자동차,9900,ALL,[리바디]리바디 데일리요가복/레깅스/ 베스트 아이템 모음전
27900,50,스포츠/자동차,27900,ALL,[제이비랩]차량용 자동 고속무선충전거치대 JQi7 pro 2020년 출시
15500,63,스포츠/자동차,15500,ALL,[아디다스]나이키 아디다스外 인기 슬리퍼 실내화 모음
16900,43,생활/주방/건강,16900,ALL,[데이데이비쥬]아쿠아코랄 물티슈 캡형 70매 10팩 +10팩 총20팩
11900,50,생활/주방/건강,11900,ALL,[베베앙]베베앙 아기물티슈  시그니처 대용량 100매 캡형 10팩
10900,0,생활/주방/건강,10900,ALL,당일발송 손세정제 손소독제 손소독젤 500ml
8900,1,생활/주방/건강,8900,ALL,버블버블 제로퐁2.5L x 4개 퐁퐁 주방세제
9900,59,신발/잡화,9900,ALL,[BYC]고탄력 팬티스타킹 10매묶음 학생 압박스타킹 임산부
9900,69,신발/잡화,9900,ALL,14K귀걸이(Gold-pin) 외 쥬얼리 입학 기념일 선물
9900,69,신발/잡화,9900,ALL,잇슈 신상 펌프스 하이힐 스틸레토 단화 플랫 앵클
42200,2,신발/잡화,42200,ALL,[반스]올드스쿨 블랙(VN000D3HY281)
222580,10,컴퓨터/전자,222580,ALL,[타워]위닉스 공기청정기 타워Q / ATQM430-IWK / 13평형
38900,0,컴퓨터/전자,38900,ALL,보만 핸디형 스팀다리미 DB8231 미니 휴대용 핸드스팀
49780,5,컴퓨터/전자,49780,ALL,[피스넷]방마다 하나씩 공기청정기 피스넷 퓨어룸 / 10월신제품
79000,0,컴퓨터/전자,79000,ALL,[오랄비]오랄비전동칫솔 D16 PRO500 (1+1)+선착순사은품
1499000,7,컴퓨터/전자,1499000,ALL,[그램]LG 그램15 15ZD90N-VX50K  인텔10세대빅세일132만원대
818300,10,도서/음반,818300,ALL,[비룡소]비룡소 비룡소 그림동화 103
33430,0,도서/음반,33430,ALL,대원키즈 카카오프렌즈 시리즈 레벨업/다푼다/과학탐정단 선택 구매
42000,4,도서/음반,42000,ALL,(웅진/호박꽃)세밀화 동식물 도감 전2권 세트/재정가/소프트커버/양장본 선택구매
2088870,0,도서/음반,2088870,ALL,[비룡소]비룡소 비룡소 그림동화 271 (전271권)
14900,0,도서/음반,14900,ALL,(버전선택)  아이즈원(IZONE) -  정규1집 BLOOMIZ (아이즈원카드(1종랜덤)+포토카드(4종랜덤)) 앨범
6900,69,가구/침구,6900,ALL,[쁘리엘르]1+1 피그먼트 베개커버/순면 베개커버/방수베개커버
384390,17,가구/침구,384390,ALL,[리바트온라인]꼼므1200각도조절책상세트+의자 무회전
21900,68,가구/침구,21900,ALL,[아망떼]순면 이불세트/베개세트/세미마이크로 이불
159000,0,가구/침구,159000,ALL,[에이픽스]컴퓨터 게이밍의자 GC001 울프 WOLF 레이싱체어 180도
49900,0,가구/침구,49900,ALL,순면 모달 먼지없는 차렵이불세트 침구세트
20500,0,여행,20500,ALL,(이용1시간전구매) 평창 휘닉스평창스노우파크(휘닉스파크/휘닉스평창 리프트권/렌탈PKG/휘닉스 리프트권)
45500,0,여행,45500,ALL,19/20 용평리조트 동계 리프트권 특가2차
80000,0,여행,80000,ALL,|최대20만원할인|호텔 더본 제주(제주 호텔/서귀포/서귀포시/중문/표선/성산)
134990,0,여행,134990,ALL,|카드할인 10프로|[괌호텔]힐튼 괌 리조트 & 스파(Hilton Guam Resort & Spa)
30000,0,e쿠폰/티켓,30000,ALL,[자연별곡](이랜드잇) 외식통합 기프트카드 3만원권 + 7%캐시백
28500,5,e쿠폰/티켓,28500,ALL,[CU](CU) 모바일금액권 3만원/ 컬쳐캐쉬충전불가
10000,0,e쿠폰/티켓,10000,ALL,[롯데리아](롯데리아) 모바일 1만원권+10% 캐시백
27870,7,e쿠폰/티켓,27870,ALL,아웃백 디지털 3만원권
12900,0,화장품/헤어,12900,ALL,[과일나라]페이셜케어 스마트휩 클렌징폼 X5개 / 퍼펙트휩 5종SET
59800,0,화장품/헤어,59800,ALL,[모로칸오일]헤어 트리트먼트 200ml 대용량+펌프포함 당일배송시작
7900,50,화장품/헤어,7900,ALL,[라벨영]쇼킹두피샴푸바 / 2+1 Event /비듬+냄새+트러블 완화
39900,15,화장품/헤어,39900,ALL,[에이지투웨니스]에센스 커버팩트 오리지널 케이스1+리필3 카란둘라2종
8900,0,유아동/출산,8900,ALL,[2080]2080 어린이치약 키즈크리닉 순한민트 80gx5개
23900,3,유아동/출산,23900,ALL,[쿠잉]쿠잉 팬티형 대형(32매x 4팩) 기저귀
7900,69,유아동/출산,7900,ALL,[카카오프렌즈]신학기 20년도 신상 아동실내화/구두/학생실내화
61900,0,유아동/출산,61900,ALL,[팸퍼스]팸퍼스 베이비드라이 팬티 5단계 기저귀 특대형(XL)
17900,30,식품,17900,ALL,[오뚜기]해물짬뽕+짜장면 멀티팩 8팩(32봉)
16900,12,식품,16900,ALL,2봉/산동고기왕만두1.4kg+김치왕만두1.4kg/만두 간식
48500,9,식품,48500,ALL,행복미 20kg 쌀 19년산 (당일도정 박스포장)
39900,70,패션의류,39900,ALL,[라보라]기획패키지 노와이어 브라팬티 10종세트 + 팬티2종
9900,69,패션의류,9900,ALL,루나샵 봄신상티셔츠 5900원~ 맨투맨/원피스/박스티
9900,70,패션의류,9900,ALL,데이데이 봄신상 10%쿠폰 원피스/블라우스/여성의류
105780,18,스포츠/자동차,105780,ALL,[아디다스오리지널](신세계본점)(Unisex) 남여공용 오즈위고(EE6999_OZWEEGO)
31200,20,스포츠/자동차,31200,ALL,[컬럼비아][컬럼비아] 포켓 팩 레이스리스 슬립 공용 슈즈CZ5-YU0269 JS
30000,70,스포츠/자동차,30000,ALL,[콜핑]봄 PREVIEW + F/W 시즌오프 특가전
5500,0,생활/주방/건강,5500,ALL,올클린 국내생산 손소독제/뿌리는 스프레이 살균소독
7800,0,생활/주방/건강,7800,ALL,3d3단마스크 코로나19예방 면마스크 검정마스크
9900,0,생활/주방/건강,9900,ALL,[더나은]무료배송/10매/일회용/국산/KF94/미세먼지/황사마스크
30900,61,생활/주방/건강,30900,ALL,[다우니]다우니 대용량 섬유유연제 아로마플로럴 8.5L 2개 농축
10000,69,신발/잡화,10000,ALL,[인더슈]인더슈 엘렌 로퍼
6900,0,신발/잡화,6900,ALL,[양말폭탄]신학기 봄신상 아동양말 / 시즌오프 / 어린이양말
62000,0,신발/잡화,62000,ALL,베테제 빅로고 스트링 백팩 (블랙)
18900,0,신발/잡화,18900,ALL,3D입체 면 마스크 1+1+1+1
1559000,0,컴퓨터/전자,1559000,ALL,[LG전자]15ZD90N-VX5BK (125만원대+사은품증정)LG노트북 노트북
94500,0,컴퓨터/전자,94500,ALL,[삼성전자]공식파트너 세라믹 전자렌지 MS23K3523AW
23670,1,컴퓨터/전자,23670,ALL,[유닉스]메탈티 무광블랙 1600W 헤어 드라이기 UN-A1610
28900,0,컴퓨터/전자,28900,ALL,[숲에서][숲에서] 방역용 마스크(대형) KF94 (5개)+터치크린 손세정제 500ml/백두산/편백
6300,0,도서/음반,6300,ALL,2021 EBS 수능특강 / 특강 사용설명서 / 특강 라이트 (2020년) 시리즈 중 선택
25000,0,도서/음반,25000,ALL,(멤버선택) 슈퍼주니어 - 퍼즐 패키지 (주문제작 한정반)
23100,30,도서/음반,23100,ALL,[애플비]애플비 시계놀이 사운드북 오늘은 외 11종 / 시계 날짜 요일 계절 날씨가 하나의 사운드북에 쏘옥
52000,0,도서/음반,52000,ALL,미세기 반대말 팝업 그림책 4권세트/하하호호 입체북 BEST 5권세트
61200,10,가구/침구,61200,ALL,[한샘]샘 책장 3단 120cm DIY
16600,50,가구/침구,16600,ALL,[원하조명]LED방등/조명/등기구 조명등 미러 방등 50W LG칩
129000,28,가구/침구,129000,ALL,[하포스]하포스 매트포함 서랍형침대 침대프레임
24900,7,가구/침구,24900,ALL,바오 1인용 컴퓨터책상 학생 일자형 좌식책상무료배송
30900,44,여행,30900,ALL,(공식판매처)에버랜드 종일권+Q-PASS 2종+럭키-크뤠인 코인 교환권(2/1~3/15)
75000,0,여행,75000,ALL,|강원 평창| 켄싱턴 호텔 평창
130000,0,여행,130000,ALL,삼척쏠비치호텔앤리조트(강원도/삼척/호텔예약)
9500,5,e쿠폰/티켓,9500,ALL,[GS25](GS25) 모바일 1만원권
144750,3,e쿠폰/티켓,144750,ALL,[구글플레이](카드가능) 기프트코드 15만원 / 구글 기프트카드
29400,2,e쿠폰/티켓,29400,ALL,[해피머니](카드가능)(해피머니) 온라인 상품권 3만원
21480,40,화장품/헤어,21480,ALL,[헤드앤숄더]헤드앤숄더 쿨 멘솔 샴푸 850ml 2개
11900,0,화장품/헤어,11900,ALL,[케라시스]케라시스 퍼퓸 샴푸 x3개(러1+엘1+퓨1)
21800,0,화장품/헤어,21800,ALL,[청정미인]청정미인 에센스 마스크팩 100매 2세트구매시+10매증정
24500,37,화장품/헤어,24500,ALL,[바이오더마]센시비오 H2O 500ml + 센시비오 H2O 500ml 샘플 증정
108000,0,유아동/출산,108000,ALL,비접촉식체온계 적외선체온계  아기유아성인
6900,70,유아동/출산,6900,ALL,봄신상오픈/편면쟈가드/싱글스판내의/후라이스/양면
40900,0,유아동/출산,40900,ALL,[하기스]매직팬티컴포트/보송/밴드/맥스/네이처기저귀
9800,69,유아동/출산,9800,ALL,아동팬티 5매4900원 유아 런닝 순면 속옷 키즈 어린이
14900,37,식품,14900,ALL,[켈로그]아몬드푸레이크 600g  파우치형 3봉지
12900,20,식품,12900,ALL,[비비고](CJ 공식샵)비비고 만두/군만두/왕교자 6개 골라담기
18900,24,식품,18900,ALL,[청정원]청정원 집으로ON 순살치킨 3개
20900,30,식품,20900,ALL,[진라면]진라면 순한맛 40봉
8900,69,패션의류,8900,ALL,봄신상 잠옷 상하세트 파자마 홈웨어 원피스
5900,69,패션의류,5900,ALL,여성슬랙스/와이드팬츠/빅사이즈/통바지/부츠컷
14800,69,패션의류,14800,ALL,[휠라언더웨어]FILA /후기인증/ 여성 브라팬티Set 봄맞이 특가전
10000,69,패션의류,10000,ALL,기모 맨투맨 티셔츠 오버핏 남자여자 단체티 빅사이즈
9900,69,패션의류,9900,ALL,티메이 봄신상 블라우스 남방 니트 맨투맨 가디건
12900,0,스포츠/자동차,12900,ALL,연예인 마스크 (블랙 3개) 3월3일 발송예정
59800,62,스포츠/자동차,59800,ALL,핏테라 이승윤의 스쿼트 머신 LS-300
59000,68,스포츠/자동차,59000,ALL,[노스페이스화이트라벨]SS신상 의류/경량 아우터/인기 아이템 모음전
126300,10,스포츠/자동차,126300,ALL,[멜킨스포츠]포스 치닝디핑 가정용 철봉 2종 택1[예약상품 2020.02.26 부터 발송]/ 멜킨
14900,46,스포츠/자동차,14900,ALL,페브리즈 차량용 방향제 2.2ml 4개 맑은하늘바람 k
23670,0,생활/주방/건강,23670,ALL,한예지 볼륨앤소프트 천연펄프 3겹  화장지 30롤 3팩
33500,0,생활/주방/건강,33500,ALL,코로나바이러스 살균제 페스트세븐클리닉액500ml 1+1
12900,0,생활/주방/건강,12900,ALL,지솔 휴대용 향균 소독제 3개입 /마스크 재사용 가능
14900,0,생활/주방/건강,14900,ALL,손소독제 500ml (1+1) 행사중 네오 메디컬
38760,5,신발/잡화,38760,ALL,[델라스텔라](신세계강남점)[델라스텔라  데일리  베스트 크로스백 3종 균일가   
24800,69,신발/잡화,24800,ALL,가데클래식 남성구두 남성화 캐주얼구두 남자로퍼
94100,4,신발/잡화,94100,ALL,[핀에스커]핀에스커 가볍고 편안한 이태리 양가죽 스니커즈
7800,70,신발/잡화,7800,ALL,여성 플랫슈즈 블로퍼 슬링백 뮬 로퍼 단화 구두 신발
104130,1,컴퓨터/전자,104130,ALL,[삼성전자]공식파트너) 삼성 전자레인지 RE-C23XM 23L
469650,7,컴퓨터/전자,469650,ALL,[위닉스]위닉스 타워 XQ700 공기청정기 {ATXE763-JWK} 23평형
726870,8,컴퓨터/전자,726870,ALL,[삼성전자]혜택가 60만원대 삼성 제트 무선 청소기 VS15R8577S5
589000,6,컴퓨터/전자,589000,ALL,[비보북]ASUS 비보북 15 R564DA-BQ774 라이젠 노트북
8100,0,도서/음반,8100,ALL,2020 EBS 초등 만점왕 단원평가 수학의자신감 수자감 계산왕 기초영문법 스토리한국사 국어 수학 사회 과학
179000,50,도서/음반,179000,ALL,[소원영어](단하루 최대할인)평생소장 소원탭+교재 8권+기프티콘
42500,0,도서/음반,42500,ALL,(신사고) 우공비 초등 세트 학년별 선택 구매
16900,0,도서/음반,16900,ALL,(2/21) (제작특전 종료) (RANDOM) BTS(방탄소년단) - MAP OF THE SOUL 7(POSTER)
109000,41,도서/음반,109000,ALL,스콜라스틱 리딩라인 모음전1
52900,11,가구/침구,52900,ALL,하포스침대 정품 단면매트리스/슈퍼싱글/더블/퀸
23900,37,가구/침구,23900,ALL,(특가행사)튼튼한 다용도 렌지대/주방수납/진열장
6900,70,가구/침구,6900,ALL,[다샵]3중직 벽걸이 스탠드 에어컨커버 제습기 선풍기커버
108000,0,가구/침구,108000,ALL,[센스맘][센스맘] [Q]  에어매트리스 9존 12cm 퀸(겉커버 포함)
158200,30,가구/침구,158200,ALL,[한샘]핵심요약  한샘 베스트 옷장 슈퍼특가 모음
267790,0,여행,267790,ALL,|카드할인 10프로|[괌호텔]아웃리거 괌 비치 리조트(Outrigger Guam Beach Resort)
84000,0,여행,84000,ALL,|최대20만원할인||전남 호텔| 여수 유탑 마리나 호텔&리조트 (여수)
27900,0,여행,27900,ALL,(이용1시간전구매) 과천 서울랜드 종일/야간권(서울랜드/과천서울랜드/연간이용권/과천/놀이동산/테마파크)
10800,0,여행,10800,ALL,|제주|브릭캠퍼스+다양한혜택|레고박물관|제주레고박물관|제주레고랜드|효리네민박2|런닝맨
7500,0,여행,7500,ALL,|카드10%할인|당일사용가능/제주 메이즈랜드 미로공원 할인 입장권
2250,25,e쿠폰/티켓,2250,ALL,[T데이터쿠폰](SK텔레콤) T단기데이터 1GB (24시간권) / 데이터쿠폰
50000,0,e쿠폰/티켓,50000,ALL,(쿠우쿠우) 기프티카드 5만원권
14250,25,e쿠폰/티켓,14250,ALL,[T데이터쿠폰](SK텔레콤) T데이터쿠폰 2GB
10000,0,e쿠폰/티켓,10000,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 온라인문화상품권 1만원권
50450,0,e쿠폰/티켓,50450,ALL,[코스트코]코스트코상품권 5만원권/회원대용/배송비 1번만 부과
14500,51,화장품/헤어,14500,ALL,[더스킨하우스](82%~ 역대급 할인) 골라쓰는 피부타입별 기초3종Set
19900,66,화장품/헤어,19900,ALL,[라벨영]쇼킹 윤곽밴딩크림 1+1/이중턱+사각턱+턱살 윤곽효과
17900,10,화장품/헤어,17900,ALL,[과일나라]세라마이드 트리트먼트 헤어팩 1000ml 1+1+샘플10매
24480,20,화장품/헤어,24480,ALL,[팬틴]팬틴 극손상케어 샴푸 500ML 4개 + 린스 500ML 2개
28000,6,화장품/헤어,28000,ALL,[라벨영]쇼킹 티트리스팟 3개 /말썽+예민피부/진정/
17000,0,유아동/출산,17000,ALL,모달실내복/유아동 주니어 봄신상 내의/실내복/피카부
9900,70,유아동/출산,9900,ALL,[밀크마일]깜찍 봄신상 티셔츠/상하복/원피스
11900,69,유아동/출산,11900,ALL,[젤리스푼]아동복/아동의류/상하복/여아원피스/여아옷/봄신상
25900,69,유아동/출산,25900,ALL,[카파키즈]카파키즈 2020년 최신상 봄 아동운동화/아동의류
25740,22,유아동/출산,25740,ALL,[블루독베이비](현대Hmall)[블루독베이비] 레인보우맨투맨 (49114-334-01)
12900,0,식품,12900,ALL,[서울우유]서울우유 멸균 흰우유 200ml x 24입
49900,9,식품,49900,ALL,진주닮은쌀 신동진 20kg 19년산 햅쌀 임실농협
31920,20,식품,31920,ALL,[스팸]스팸 마일드 340g 10개
7900,33,식품,7900,ALL,순천과일 국내산 그린키위  3kg (46과내외)
12900,70,패션의류,12900,ALL,온더리버 빅사이즈/티셔츠/원피스/팬츠/스커트/셔츠
10900,69,패션의류,10900,ALL,[모스트맘]핫해 쿨긴팔 세트/기모세트/원피스/바지/마약잠옷
24000,20,패션의류,24000,ALL,남여 로고 맨투맨 4종택1 GL0TSU890 GL0TSU894 GL0TSU898 GL0TSU899
19900,69,패션의류,19900,ALL,칼리아 외 홈쇼핑브랜드 블라우스/팬츠 할인
4500,0,스포츠/자동차,4500,ALL,국내생산 자체제작 순면100% 패션마스크 350종
214620,2,스포츠/자동차,214620,ALL,[아이나비]QXD3000mini S 16G Full HD 블랙박스 출장장착 + GPS
19710,0,스포츠/자동차,19710,ALL,리버스위브 헤비 맨투맨 3종(블랙네이비차콜) 213603/ 챔피온
47600,0,스포츠/자동차,47600,ALL,[디스커버리][모다아울렛][디스커버리] SS 신규입고 봄맞이 특가
24900,64,생활/주방/건강,24900,ALL,[퍼실]퍼실 레귤러 유니버셜 대용량 액체 세탁세제 10L
18450,25,생활/주방/건강,18450,ALL,[닥터브로너스][닥터브로너스] 퓨어 캐스틸 솝 950ml (+ 거품용기 증정 2/21~24일까지)
24900,0,생활/주방/건강,24900,ALL,[리큐]액체세탁세제 리큐 알카파워 2.1Lx6개(일반용)
12900,0,생활/주방/건강,12900,ALL,[유한양행]유한락스 new 욕실청소 500mlx4개
15900,69,신발/잡화,15900,ALL,신상 백팩 책가방 여성 남자 백팩 배낭 학생 중학생
9800,69,신발/잡화,9800,ALL,여성신발 슬립온 스니커즈 신발 단화 운동화 플랫슈즈
14800,69,신발/잡화,14800,ALL,검증된 베스트 남자신발/스니커즈/운동화/신발/슬립온
9900,70,신발/잡화,9900,ALL,남여 봄 신상 키높이 운동화/신발/스니커즈/런닝화
2290000,1,컴퓨터/전자,2290000,ALL,[삼성전자]최대혜택가 209만원  1등급 세탁기 19kg+건조기 16kg
150340,5,컴퓨터/전자,150340,ALL,[일렉트로룩스]14.4V 무선청소기 무선청소기 ZB3106AK +(중복쿠폰7%)
24900,11,컴퓨터/전자,24900,ALL,[대우]대우 스팀청소기 6IN1 DEX-ST1000 핸디형살균
1248500,0,컴퓨터/전자,1248500,ALL,[삼성전자]갤럭시 S20 자급제폰 128GB  LTE/5G 호환 공기계
36900,0,도서/음반,36900,ALL,카드할인+사은품) 2020년 1학기 우등생 해법 세트 초등 문제집 1 2 3 4 5 6 학년 국어 수학 과학 사회
83000,0,도서/음반,83000,ALL,(런칭 놀이책+포스터2장)NEW 공룡 나라 친구들 전11권(세이펜으로 읽는 내 친구 공룡 이야기)
89600,0,도서/음반,89600,ALL,2020년 독서평설 1년 정기구독 - 초등독서평설/중등독서평설/고등독서평설 선택 구매 2월 28일까지 이벤트
58800,50,도서/음반,58800,ALL,보카파닉스시즌1/기적의 다개국어 보카파닉스북
147900,6,가구/침구,147900,ALL,[에이픽스]컴퓨터 게이밍의자 GC001 프랑스 게임용 게임 의자
159000,9,가구/침구,159000,ALL,[제닉스]ARENA-X ZERO 컴퓨터/사무용/레이싱/학생/게이밍 의자
16900,43,가구/침구,16900,ALL,클래식 방수 매트리스커버/베개커버
9900,64,가구/침구,9900,ALL,이룸앤 누빔 매트리스커버 싱글 슈퍼싱글 퀸 침대커버
49000,0,여행,49000,ALL,|최대20만원할인||제주 호텔| 더 아트스테이 제주 함덕 (제주시)
45500,0,여행,45500,ALL,|최대20만원할인|스타즈호텔 울산(울산 호텔/남구/양산)
31100,0,여행,31100,ALL,여수 아쿠아플라넷 + 여수해상케이블카 PKG / 아쿠아리움 (~3/31)
192500,0,여행,192500,ALL,"|최대20만원할인||부산 호텔| 파크 하얏트 부산 (해운대,센텀시티,재송)"
4100,0,e쿠폰/티켓,4100,ALL,[스타벅스](스타벅스) 카페아메리카노 Tall+10% 캐시백
27000,0,e쿠폰/티켓,27000,ALL,[파리바게뜨](파리바게뜨) 마이넘버원2
9500,5,e쿠폰/티켓,9500,ALL,[KFC](KFC) 모바일금액권 1만원
12700,0,e쿠폰/티켓,12700,ALL,[스타벅스](스타벅스) 부드러운 디저트 세트
41760,6,화장품/헤어,41760,ALL,[라로슈포제]라로슈포제 시카플라스트 밤 B5 100ml X 3개 /빠른직구
32480,0,화장품/헤어,32480,ALL,올뉴플러스 TS샴푸 2개 티에스샴푸 뉴프리미엄샴푸
35300,0,화장품/헤어,35300,ALL,[세타필]세타필 크림 550g+550g/스파출라/사용기한2022년08월
12000,20,화장품/헤어,12000,ALL,[더샘]더샘 BEST 상품 50% 할인 + 중복쿠폰 20% + 사은품
18800,13,유아동/출산,18800,ALL,더루비-봄신상/원피스/맨투맨/롱티셔츠/아동복
29520,18,유아동/출산,29520,ALL,솔리드형 반팔 티셔츠 5부 반바지 세트 (솔트세트)
7900,69,유아동/출산,7900,ALL,[미니케이]무형광/봄신상/유아/아동/주니어 내의 실내복 잠옷
11900,69,유아동/출산,11900,ALL,[JR주니어]제이알주니어 봄 티셔츠/후드티 1900원~ 리오더 입
43900,0,식품,43900,ALL,[고려은단](현대Hmall)[고려은단] 비타민C 1000 (600정) 外
12900,34,식품,12900,ALL,[아워홈]바삭만두/등심카츠320g 2개/콘치즈카츠280g 2개 총4개
10200,14,식품,10200,ALL,[아워홈손수]지리산수 블루 2리터 x 18병
32900,0,식품,32900,ALL,[스팸]스팸 클래식 340g 10개
2900,69,패션의류,2900,ALL,순면30수 무지 면티셔츠 신상입고 M~2XL 여름까지 쭉
19900,0,패션의류,19900,ALL,[어드바이저리]코트/블루종/점퍼/사파리 등 봄 필수템 50종 택1
37900,69,패션의류,37900,ALL,[닉스]NIX 20년도 봄 신상품 2월 프로모션(코트청바지 등)
6900,70,패션의류,6900,ALL,[모스트맘]새학기 런닝/속바지/브라/남성 런닝
26400,20,스포츠/자동차,26400,ALL,[카파_잠실] 222반다 헤리티지 어센틱 운동화 KKWK134M
23900,48,스포츠/자동차,23900,ALL,[나이키]아디다스/나이키外 신학기 가방 모음(백팩/책가방)
31200,20,스포츠/자동차,31200,ALL,[컬럼비아][컬럼비아] 남성 기본 다목적 아웃도어 팬츠 CY2-YM8821
169000,50,스포츠/자동차,169000,ALL,[파인뷰]파인뷰 X500 FHD/FHD 블랙박스 NEW 32GB 메모리업 자가
9900,33,생활/주방/건강,9900,ALL,[생활공작소]생활공작소 핸드워시 500ml+리필400ml 2개  청포도향
13900,50,생활/주방/건강,13900,ALL,[슈퍼대디]슈퍼대디 아기물티슈 오리지널 캡형 70매 10팩(62g)
31900,21,생활/주방/건강,31900,ALL,[크리넥스]3겹 순수소프트 화장지 27M 30롤X2팩/휴지 /new
13800,0,생활/주방/건강,13800,ALL,세이프케어 베르트리손소독제 500ml에탄올70%당일발송
15800,69,신발/잡화,15800,ALL,신상 에나멜 로퍼 옥스퍼드화  여성 단화 여자 블로퍼
107450,14,신발/잡화,107450,ALL,루이까또즈 여성미니지갑 SL1AL03BL
17900,69,신발/잡화,17900,ALL,[사뿐]벡터 스틸레토 로퍼 (1cm)
19800,70,신발/잡화,19800,ALL,여성 슬링백 힐 구두 메리제인 펌프스 가보시 하이힐
74880,4,컴퓨터/전자,74880,ALL,[위닉스](정품) 위닉스 타워XQ 공기청정기 M필터세트 CAF-M0S1
756550,10,컴퓨터/전자,756550,ALL,[HP]15s-FQ1008TU /10세대 i5/SSD256/15IPS/윈10
589880,2,컴퓨터/전자,589880,ALL,(MJ) 다이슨 에어랩 스타일러 컴플리트/새상품/정품
14000,0,도서/음반,14000,ALL,NCT 127(엔시티 127) - 정규2집 NCT 127 Neo Zone
13320,0,도서/음반,13320,ALL,어른이 되어 다시 읽는 고전명작 45종 선택구매
17000,0,도서/음반,17000,ALL,방탄소년단 (BTS 防彈少年團) / Map Of The Soul :7
32400,0,도서/음반,32400,ALL,[동아출판](2020)동아전과/초등문제집/초등참고서/전과/초등전과(사은품대박)
579000,23,가구/침구,579000,ALL,[한샘]포레 릴렉스 4인 식탁 벤치세트(의자2+벤치1포함)_DIY
39900,27,가구/침구,39900,ALL,{베개솜증정}풀세트/이불세트/기숙사이불/차렵이불
12900,69,가구/침구,12900,ALL,가성비 甲 사계절 러그/카페트/거실카페트/원형러그
12900,57,가구/침구,12900,ALL,신상 누빔 요커버 S/D/Q/요솜/순면/요매트/요/솜/커버
79400,0,여행,79400,ALL,"강원 강릉시 스카이베이호텔 경포/스카이베이,강릉,강릉스카이베이,스카이베이경포,강릉호텔,경포대호텔"
94900,0,여행,94900,ALL,"강원 평창군 평창 풍림아이원리조트/평창풍림,풍림아이원,평창리조트,아이원리조트,평창숙소,평창여행"
46000,0,여행,46000,ALL,"강원 속초시 현대수리조트 속초/강원도콘도,강원도 콘도,강원콘도,강원 콘도,현대수,속초콘도,속초 콘도"
79000,0,여행,79000,ALL,1920 하이원리조트 스노우월드 가족패키지 ~2/29
22500,0,여행,22500,ALL,|괌| 퍼시픽스타호텔 오션뷰 라운지 24시간 이용
25000,0,e쿠폰/티켓,25000,ALL,[배스킨라빈스](배스킨라빈스) 달콤 퐁퐁 플라워
19000,5,e쿠폰/티켓,19000,ALL,[GS수퍼마켓](GS수퍼마켓) 금액권 2만원
10000,0,e쿠폰/티켓,10000,ALL,[CU](CU) 모바일금액권 1만원권 + 7%캐시백
32900,6,e쿠폰/티켓,32900,ALL,[투썸플레이스]투썸플레이스 마스카포네 티라미수
17100,5,e쿠폰/티켓,17100,ALL,[굽네치킨]굽네치킨 굽네 고추 바사삭+콜라1.25L
19900,69,화장품/헤어,19900,ALL,[제이준]알로에 핑크 마스크 30매 + (20.06.01)퍼플 10매
28900,50,화장품/헤어,28900,ALL,[마녀공장]마녀공장 베스트 클렌징 최대 42% 할인+사은품
20090,19,화장품/헤어,20090,ALL,[헤드앤숄더]헤드앤숄더 쿨멘솔 샴푸 850ml 3개  +슈프림미니3종
50890,15,화장품/헤어,50890,ALL,[모로칸오일]헤어 트리트먼트 200ml/200ml+25ml (휴대용) 빠른배송
45350,0,화장품/헤어,45350,ALL,[메디큐브](1+1) 메디큐브 제로 모공 패드 70매
35100,10,유아동/출산,35100,ALL,[블랙야크키즈][블랙야크키즈]2020 S/S 트레이닝세트 BKO룩스세트
7500,70,유아동/출산,7500,ALL,[카파키즈]카파키즈 새학기 아동 실내화/슬리퍼/운동화 42종
35900,0,유아동/출산,35900,ALL,[베비언스]베비언스 킨더밀쉬 2단계 200ml 24입
